in s,C2 in V
-1.0980952E+00,6.54297E-01
-1.0980868E+00,6.54297E-01
-1.0980784E+00,7.12891E-01
-1.0980700E+00,7.12891E-01
-1.0980616E+00,6.34766E-01
-1.0980532E+00,6.54297E-01
-1.0980448E+00,6.54297E-01
-1.0980364E+00,7.32422E-01
-1.0980280E+00,6.73828E-01
-1.0980196E+00,7.12891E-01
-1.0980112E+00,6.93359E-01
-1.0980028E+00,8.30078E-01
-1.0979944E+00,7.51953E-01
-1.0979860E+00,7.71484E-01
-1.0979776E+00,7.12891E-01
-1.0979692E+00,7.71484E-01
-1.0979608E+00,7.32422E-01
-1.0979524E+00,7.51953E-01
-1.0979440E+00,6.73828E-01
-1.0979356E+00,7.91016E-01
-1.0979272E+00,7.12891E-01
-1.0979188E+00,7.12891E-01
-1.0979104E+00,6.73828E-01
-1.0979020E+00,7.51953E-01
-1.0978936E+00,6.54297E-01
-1.0978852E+00,6.34766E-01
-1.0978768E+00,6.34766E-01
-1.0978684E+00,7.12891E-01
-1.0978600E+00,6.15234E-01
-1.0978516E+00,6.54297E-01
-1.0978432E+00,5.76172E-01
-1.0978348E+00,6.34766E-01
-1.0978264E+00,5.56641E-01
-1.0978180E+00,5.56641E-01
-1.0978096E+00,5.56641E-01
-1.0978012E+00,4.78516E-01
-1.0977928E+00,4.78516E-01
-1.0977844E+00,4.98047E-01
-1.0977760E+00,4.00391E-01
-1.0977676E+00,4.19922E-01
-1.0977592E+00,2.83203E-01
-1.0977508E+00,4.00391E-01
-1.0977424E+00,2.44141E-01
-1.0977340E+00,2.24609E-01
-1.0977256E+00,1.46484E-01
-1.0977172E+00,1.07422E-01
-1.0977088E+00,1.26953E-01
-1.0977004E+00,1.07422E-01
-1.0976920E+00,2.92969E-02
-1.0976836E+00,-6.83594E-02
-1.0976752E+00,-1.07422E-01
-1.0976668E+00,-2.92969E-02
-1.0976584E+00,-2.24609E-01
-1.0976500E+00,-1.46484E-01
-1.0976416E+00,-3.02734E-01
-1.0976332E+00,-2.63672E-01
-1.0976248E+00,-3.41797E-01
-1.0976164E+00,-3.61328E-01
-1.0976080E+00,-4.19922E-01
-1.0975996E+00,-4.78516E-01
-1.0975912E+00,-5.17578E-01
-1.0975828E+00,-5.17578E-01
-1.0975744E+00,-5.56641E-01
-1.0975660E+00,-5.76172E-01
-1.0975576E+00,-5.76172E-01
-1.0975492E+00,-5.76172E-01
-1.0975408E+00,-5.95703E-01
-1.0975324E+00,-5.56641E-01
-1.0975240E+00,-6.73828E-01
-1.0975156E+00,-6.34766E-01
-1.0975072E+00,-6.93359E-01
-1.0974988E+00,-7.12891E-01
-1.0974904E+00,-7.12891E-01
-1.0974820E+00,-6.15234E-01
-1.0974736E+00,-7.91016E-01
-1.0974652E+00,-6.34766E-01
-1.0974568E+00,-7.32422E-01
-1.0974484E+00,-7.12891E-01
-1.0974400E+00,-7.51953E-01
-1.0974316E+00,-6.73828E-01
-1.0974232E+00,-7.32422E-01
-1.0974148E+00,-7.12891E-01
-1.0974064E+00,-7.51953E-01
-1.0973980E+00,-6.73828E-01
-1.0973896E+00,-7.12891E-01
-1.0973812E+00,-7.32422E-01
-1.0973728E+00,-7.91016E-01
-1.0973644E+00,-7.12891E-01
-1.0973560E+00,-7.71484E-01
-1.0973476E+00,-7.32422E-01
-1.0973392E+00,-8.10547E-01
-1.0973308E+00,-7.32422E-01
-1.0973224E+00,-7.71484E-01
-1.0973140E+00,-7.32422E-01
-1.0973056E+00,-8.49609E-01
-1.0972972E+00,-7.91016E-01
-1.0972888E+00,-8.69141E-01
-1.0972804E+00,-8.30078E-01
-1.0972720E+00,-8.30078E-01
-1.0972636E+00,-8.49609E-01
-1.0972552E+00,-7.91016E-01
-1.0972468E+00,-8.10547E-01
-1.0972384E+00,-7.91016E-01
-1.0972300E+00,-8.30078E-01
-1.0972216E+00,-8.49609E-01
-1.0972132E+00,-8.88672E-01
-1.0972048E+00,-9.27734E-01
-1.0971964E+00,-8.49609E-01
-1.0971880E+00,-8.69141E-01
-1.0971796E+00,-8.88672E-01
-1.0971712E+00,-9.27734E-01
-1.0971628E+00,-9.27734E-01
-1.0971544E+00,-9.08203E-01
-1.0971460E+00,-8.30078E-01
-1.0971376E+00,-8.49609E-01
-1.0971292E+00,-7.71484E-01
-1.0971208E+00,-6.93359E-01
-1.0971124E+00,-6.54297E-01
-1.0971040E+00,-6.34766E-01
-1.0970956E+00,-4.58984E-01
-1.0970872E+00,-4.98047E-01
-1.0970788E+00,-3.41797E-01
-1.0970704E+00,-3.61328E-01
-1.0970620E+00,-2.83203E-01
-1.0970536E+00,-2.83203E-01
-1.0970452E+00,-1.66016E-01
-1.0970368E+00,-2.05078E-01
-1.0970284E+00,-9.76562E-03
-1.0970200E+00,-1.07422E-01
-1.0970116E+00,9.76562E-03
-1.0970032E+00,1.07422E-01
-1.0969948E+00,2.05078E-01
-1.0969864E+00,1.46484E-01
-1.0969780E+00,2.63672E-01
-1.0969696E+00,2.63672E-01
-1.0969612E+00,3.61328E-01
-1.0969528E+00,3.61328E-01
-1.0969444E+00,3.61328E-01
-1.0969360E+00,3.22266E-01
-1.0969276E+00,4.58984E-01
-1.0969192E+00,4.00391E-01
-1.0969108E+00,4.19922E-01
-1.0969024E+00,4.78516E-01
-1.0968940E+00,5.17578E-01
-1.0968856E+00,5.17578E-01
-1.0968772E+00,4.98047E-01
-1.0968688E+00,5.56641E-01
-1.0968604E+00,5.76172E-01
-1.0968520E+00,5.56641E-01
-1.0968436E+00,5.37109E-01
-1.0968352E+00,5.37109E-01
-1.0968268E+00,5.95703E-01
-1.0968184E+00,6.34766E-01
-1.0968100E+00,6.54297E-01
-1.0968016E+00,6.54297E-01
-1.0967932E+00,6.54297E-01
-1.0967848E+00,6.54297E-01
-1.0967764E+00,6.54297E-01
-1.0967680E+00,6.34766E-01
-1.0967596E+00,6.93359E-01
-1.0967512E+00,7.12891E-01
-1.0967428E+00,7.12891E-01
-1.0967344E+00,6.54297E-01
-1.0967260E+00,7.71484E-01
-1.0967176E+00,6.73828E-01
-1.0967092E+00,7.91016E-01
-1.0967008E+00,6.54297E-01
-1.0966924E+00,8.30078E-01
-1.0966840E+00,6.54297E-01
-1.0966756E+00,7.32422E-01
-1.0966672E+00,6.54297E-01
-1.0966588E+00,7.12891E-01
-1.0966504E+00,6.54297E-01
-1.0966420E+00,7.12891E-01
-1.0966336E+00,5.95703E-01
-1.0966252E+00,6.54297E-01
-1.0966168E+00,6.34766E-01
-1.0966084E+00,6.93359E-01
-1.0966000E+00,6.93359E-01
-1.0965916E+00,6.73828E-01
-1.0965832E+00,7.12891E-01
-1.0965748E+00,6.73828E-01
-1.0965664E+00,6.73828E-01
-1.0965580E+00,6.34766E-01
-1.0965496E+00,6.54297E-01
-1.0965412E+00,6.73828E-01
-1.0965328E+00,6.54297E-01
-1.0965244E+00,6.73828E-01
-1.0965160E+00,5.76172E-01
-1.0965076E+00,5.37109E-01
-1.0964992E+00,5.56641E-01
-1.0964908E+00,5.95703E-01
-1.0964824E+00,5.37109E-01
-1.0964740E+00,5.17578E-01
-1.0964656E+00,5.56641E-01
-1.0964572E+00,4.58984E-01
-1.0964488E+00,4.58984E-01
-1.0964404E+00,3.61328E-01
-1.0964320E+00,4.00391E-01
-1.0964236E+00,3.41797E-01
-1.0964152E+00,2.63672E-01
-1.0964068E+00,2.24609E-01
-1.0963984E+00,1.07422E-01
-1.0963900E+00,1.85547E-01
-1.0963816E+00,6.83594E-02
-1.0963732E+00,6.83594E-02
-1.0963648E+00,4.88281E-02
-1.0963564E+00,-6.83594E-02
-1.0963480E+00,-6.83594E-02
-1.0963396E+00,-2.92969E-02
-1.0963312E+00,-8.78906E-02
-1.0963228E+00,-1.66016E-01
-1.0963144E+00,-2.63672E-01
-1.0963060E+00,-2.24609E-01
-1.0962976E+00,-3.22266E-01
-1.0962892E+00,-3.22266E-01
-1.0962808E+00,-4.19922E-01
-1.0962724E+00,-4.39453E-01
-1.0962640E+00,-4.19922E-01
-1.0962556E+00,-4.58984E-01
-1.0962472E+00,-4.58984E-01
-1.0962388E+00,-5.56641E-01
-1.0962304E+00,-5.76172E-01
-1.0962220E+00,-5.76172E-01
-1.0962136E+00,-6.15234E-01
-1.0962052E+00,-5.95703E-01
-1.0961968E+00,-6.54297E-01
-1.0961884E+00,-5.95703E-01
-1.0961800E+00,-5.95703E-01
-1.0961716E+00,-6.54297E-01
-1.0961632E+00,-6.93359E-01
-1.0961548E+00,-7.12891E-01
-1.0961464E+00,-7.51953E-01
-1.0961380E+00,-7.12891E-01
-1.0961296E+00,-7.12891E-01
-1.0961212E+00,-7.71484E-01
-1.0961128E+00,-7.12891E-01
-1.0961044E+00,-6.73828E-01
-1.0960960E+00,-7.51953E-01
-1.0960876E+00,-7.12891E-01
-1.0960792E+00,-7.71484E-01
-1.0960708E+00,-6.93359E-01
-1.0960624E+00,-7.12891E-01
-1.0960540E+00,-6.73828E-01
-1.0960456E+00,-7.91016E-01
-1.0960372E+00,-7.32422E-01
-1.0960288E+00,-7.32422E-01
-1.0960204E+00,-7.91016E-01
-1.0960120E+00,-7.91016E-01
-1.0960036E+00,-7.91016E-01
-1.0959952E+00,-7.71484E-01
-1.0959868E+00,-7.51953E-01
-1.0959784E+00,-7.91016E-01
-1.0959700E+00,-7.51953E-01
-1.0959616E+00,-8.49609E-01
-1.0959532E+00,-8.49609E-01
-1.0959448E+00,-7.91016E-01
-1.0959364E+00,-8.30078E-01
-1.0959280E+00,-8.30078E-01
-1.0959196E+00,-8.69141E-01
-1.0959112E+00,-8.88672E-01
-1.0959028E+00,-8.88672E-01
-1.0958944E+00,-8.10547E-01
-1.0958860E+00,-8.10547E-01
-1.0958776E+00,-9.08203E-01
-1.0958692E+00,-8.88672E-01
-1.0958608E+00,-1.00586E+00
-1.0958524E+00,-8.10547E-01
-1.0958440E+00,-9.27734E-01
-1.0958356E+00,-8.69141E-01
-1.0958272E+00,-9.66797E-01
-1.0958188E+00,-8.69141E-01
-1.0958104E+00,-9.08203E-01
-1.0958020E+00,-7.71484E-01
-1.0957936E+00,-7.32422E-01
-1.0957852E+00,-7.12891E-01
-1.0957768E+00,-6.54297E-01
-1.0957684E+00,-5.56641E-01
-1.0957600E+00,-5.95703E-01
-1.0957516E+00,-5.56641E-01
-1.0957432E+00,-4.00391E-01
-1.0957348E+00,-3.41797E-01
-1.0957264E+00,-3.22266E-01
-1.0957180E+00,-2.05078E-01
-1.0957096E+00,-2.83203E-01
-1.0957012E+00,-1.26953E-01
-1.0956928E+00,-8.78906E-02
-1.0956844E+00,8.78906E-02
-1.0956760E+00,6.83594E-02
-1.0956676E+00,1.26953E-01
-1.0956592E+00,1.46484E-01
-1.0956508E+00,3.02734E-01
-1.0956424E+00,2.63672E-01
-1.0956340E+00,3.02734E-01
-1.0956256E+00,3.02734E-01
-1.0956172E+00,3.61328E-01
-1.0956088E+00,4.00391E-01
-1.0956004E+00,3.80859E-01
-1.0955920E+00,4.00391E-01
-1.0955836E+00,5.95703E-01
-1.0955752E+00,5.17578E-01
-1.0955668E+00,4.58984E-01
-1.0955584E+00,5.37109E-01
-1.0955500E+00,4.78516E-01
-1.0955416E+00,4.98047E-01
-1.0955332E+00,5.95703E-01
-1.0955248E+00,6.34766E-01
-1.0955164E+00,5.37109E-01
-1.0955080E+00,5.95703E-01
-1.0954996E+00,6.15234E-01
-1.0954912E+00,5.37109E-01
-1.0954828E+00,6.34766E-01
-1.0954744E+00,5.76172E-01
-1.0954660E+00,6.54297E-01
-1.0954576E+00,6.15234E-01
-1.0954492E+00,5.95703E-01
-1.0954408E+00,6.54297E-01
-1.0954324E+00,8.10547E-01
-1.0954240E+00,6.34766E-01
-1.0954156E+00,7.12891E-01
-1.0954072E+00,7.32422E-01
-1.0953988E+00,7.71484E-01
-1.0953904E+00,7.32422E-01
-1.0953820E+00,7.12891E-01
-1.0953736E+00,6.54297E-01
-1.0953652E+00,7.51953E-01
-1.0953568E+00,7.32422E-01
-1.0953484E+00,7.12891E-01
-1.0953400E+00,6.34766E-01
-1.0953316E+00,6.93359E-01
-1.0953232E+00,6.93359E-01
-1.0953148E+00,7.51953E-01
-1.0953064E+00,6.73828E-01
-1.0952980E+00,7.91016E-01
-1.0952896E+00,6.73828E-01
-1.0952812E+00,8.10547E-01
-1.0952728E+00,6.73828E-01
-1.0952644E+00,5.95703E-01
-1.0952560E+00,6.93359E-01
-1.0952476E+00,7.12891E-01
-1.0952392E+00,6.54297E-01
-1.0952308E+00,6.54297E-01
-1.0952224E+00,6.15234E-01
-1.0952140E+00,6.93359E-01
-1.0952056E+00,6.15234E-01
-1.0951972E+00,6.15234E-01
-1.0951888E+00,5.95703E-01
-1.0951804E+00,6.93359E-01
-1.0951720E+00,5.76172E-01
-1.0951636E+00,6.15234E-01
-1.0951552E+00,5.95703E-01
-1.0951468E+00,6.15234E-01
-1.0951384E+00,5.76172E-01
-1.0951300E+00,5.95703E-01
-1.0951216E+00,4.39453E-01
-1.0951132E+00,4.58984E-01
-1.0951048E+00,3.61328E-01
-1.0950964E+00,3.41797E-01
-1.0950880E+00,3.41797E-01
-1.0950796E+00,3.61328E-01
-1.0950712E+00,2.44141E-01
-1.0950628E+00,2.24609E-01
-1.0950544E+00,1.85547E-01
-1.0950460E+00,8.78906E-02
-1.0950376E+00,9.76562E-03
-1.0950292E+00,-9.76562E-03
-1.0950208E+00,-4.88281E-02
-1.0950124E+00,-1.46484E-01
-1.0950040E+00,-1.26953E-01
-1.0949956E+00,-1.85547E-01
-1.0949872E+00,-2.63672E-01
-1.0949788E+00,-2.24609E-01
-1.0949704E+00,-3.22266E-01
-1.0949620E+00,-2.83203E-01
-1.0949536E+00,-3.61328E-01
-1.0949452E+00,-3.61328E-01
-1.0949368E+00,-4.98047E-01
-1.0949284E+00,-3.80859E-01
-1.0949200E+00,-5.17578E-01
-1.0949116E+00,-4.58984E-01
-1.0949032E+00,-5.56641E-01
-1.0948948E+00,-4.98047E-01
-1.0948864E+00,-6.34766E-01
-1.0948780E+00,-6.54297E-01
-1.0948696E+00,-6.15234E-01
-1.0948612E+00,-6.34766E-01
-1.0948528E+00,-6.54297E-01
-1.0948444E+00,-6.15234E-01
-1.0948360E+00,-6.93359E-01
-1.0948276E+00,-6.73828E-01
-1.0948192E+00,-6.73828E-01
-1.0948108E+00,-6.73828E-01
-1.0948024E+00,-6.73828E-01
-1.0947940E+00,-6.34766E-01
-1.0947856E+00,-7.12891E-01
-1.0947772E+00,-7.12891E-01
-1.0947688E+00,-7.51953E-01
-1.0947604E+00,-7.12891E-01
-1.0947520E+00,-7.71484E-01
-1.0947436E+00,-6.54297E-01
-1.0947352E+00,-7.12891E-01
-1.0947268E+00,-7.12891E-01
-1.0947184E+00,-6.93359E-01
-1.0947100E+00,-7.12891E-01
-1.0947016E+00,-7.71484E-01
-1.0946932E+00,-7.51953E-01
-1.0946848E+00,-7.91016E-01
-1.0946764E+00,-8.49609E-01
-1.0946680E+00,-7.51953E-01
-1.0946596E+00,-7.51953E-01
-1.0946512E+00,-8.30078E-01
-1.0946428E+00,-7.51953E-01
-1.0946344E+00,-8.49609E-01
-1.0946260E+00,-8.49609E-01
-1.0946176E+00,-7.51953E-01
-1.0946092E+00,-7.12891E-01
-1.0946008E+00,-8.69141E-01
-1.0945924E+00,-8.10547E-01
-1.0945840E+00,-8.49609E-01
-1.0945756E+00,-8.30078E-01
-1.0945672E+00,-7.91016E-01
-1.0945588E+00,-8.69141E-01
-1.0945504E+00,-8.10547E-01
-1.0945420E+00,-8.49609E-01
-1.0945336E+00,-9.27734E-01
-1.0945252E+00,-8.69141E-01
-1.0945168E+00,-9.66797E-01
-1.0945084E+00,-9.08203E-01
-1.0945000E+00,-9.47266E-01
-1.0944916E+00,-8.69141E-01
-1.0944832E+00,-9.47266E-01
-1.0944748E+00,-7.71484E-01
-1.0944664E+00,-7.71484E-01
-1.0944580E+00,-7.91016E-01
-1.0944496E+00,-6.93359E-01
-1.0944412E+00,-6.34766E-01
-1.0944328E+00,-6.15234E-01
-1.0944244E+00,-5.37109E-01
-1.0944160E+00,-4.98047E-01
-1.0944076E+00,-4.19922E-01
-1.0943992E+00,-3.41797E-01
-1.0943908E+00,-2.83203E-01
-1.0943824E+00,-2.24609E-01
-1.0943740E+00,-1.07422E-01
-1.0943656E+00,-6.83594E-02
-1.0943572E+00,9.76562E-03
-1.0943488E+00,-9.76562E-03
-1.0943404E+00,6.83594E-02
-1.0943320E+00,1.26953E-01
-1.0943236E+00,1.66016E-01
-1.0943152E+00,1.26953E-01
-1.0943068E+00,2.63672E-01
-1.0942984E+00,2.83203E-01
-1.0942900E+00,4.00391E-01
-1.0942816E+00,3.41797E-01
-1.0942732E+00,3.22266E-01
-1.0942648E+00,3.80859E-01
-1.0942564E+00,5.37109E-01
-1.0942480E+00,4.39453E-01
-1.0942396E+00,4.58984E-01
-1.0942312E+00,4.39453E-01
-1.0942228E+00,5.56641E-01
-1.0942144E+00,4.58984E-01
-1.0942060E+00,4.78516E-01
-1.0941976E+00,4.98047E-01
-1.0941892E+00,5.95703E-01
-1.0941808E+00,5.17578E-01
-1.0941724E+00,5.76172E-01
-1.0941640E+00,5.37109E-01
-1.0941556E+00,6.34766E-01
-1.0941472E+00,5.95703E-01
-1.0941388E+00,6.54297E-01
-1.0941304E+00,7.12891E-01
-1.0941220E+00,6.54297E-01
-1.0941136E+00,6.54297E-01
-1.0941052E+00,7.12891E-01
-1.0940968E+00,6.54297E-01
-1.0940884E+00,6.93359E-01
-1.0940800E+00,6.54297E-01
-1.0940716E+00,6.73828E-01
-1.0940632E+00,8.10547E-01
-1.0940548E+00,6.73828E-01
-1.0940464E+00,6.93359E-01
-1.0940380E+00,7.91016E-01
-1.0940296E+00,6.73828E-01
-1.0940212E+00,6.93359E-01
-1.0940128E+00,7.12891E-01
-1.0940044E+00,7.71484E-01
-1.0939960E+00,7.32422E-01
-1.0939876E+00,7.71484E-01
-1.0939792E+00,7.32422E-01
-1.0939708E+00,7.91016E-01
-1.0939624E+00,6.93359E-01
-1.0939540E+00,7.32422E-01
-1.0939456E+00,7.12891E-01
-1.0939372E+00,7.12891E-01
-1.0939288E+00,7.12891E-01
-1.0939204E+00,6.93359E-01
-1.0939120E+00,7.12891E-01
-1.0939036E+00,7.12891E-01
-1.0938952E+00,6.73828E-01
-1.0938868E+00,6.73828E-01
-1.0938784E+00,6.15234E-01
-1.0938700E+00,6.73828E-01
-1.0938616E+00,5.95703E-01
-1.0938532E+00,6.54297E-01
-1.0938448E+00,6.54297E-01
-1.0938364E+00,6.54297E-01
-1.0938280E+00,5.17578E-01
-1.0938196E+00,5.95703E-01
-1.0938112E+00,4.98047E-01
-1.0938028E+00,4.39453E-01
-1.0937944E+00,4.39453E-01
-1.0937860E+00,4.00391E-01
-1.0937776E+00,3.80859E-01
-1.0937692E+00,3.02734E-01
-1.0937608E+00,3.80859E-01
-1.0937524E+00,3.41797E-01
-1.0937440E+00,2.63672E-01
-1.0937356E+00,2.24609E-01
-1.0937272E+00,8.78906E-02
-1.0937188E+00,1.46484E-01
-1.0937104E+00,9.76562E-03
-1.0937020E+00,9.76562E-03
-1.0936936E+00,-9.76562E-03
-1.0936852E+00,2.92969E-02
-1.0936768E+00,-1.07422E-01
-1.0936684E+00,-1.26953E-01
-1.0936600E+00,-2.24609E-01
-1.0936516E+00,-1.46484E-01
-1.0936432E+00,-2.24609E-01
-1.0936348E+00,-2.83203E-01
-1.0936264E+00,-3.22266E-01
-1.0936180E+00,-3.80859E-01
-1.0936096E+00,-4.00391E-01
-1.0936012E+00,-4.00391E-01
-1.0935928E+00,-4.58984E-01
-1.0935844E+00,-4.98047E-01
-1.0935760E+00,-5.37109E-01
-1.0935676E+00,-5.56641E-01
-1.0935592E+00,-5.37109E-01
-1.0935508E+00,-5.76172E-01
-1.0935424E+00,-5.37109E-01
-1.0935340E+00,-5.95703E-01
-1.0935256E+00,-5.76172E-01
-1.0935172E+00,-6.54297E-01
-1.0935088E+00,-7.12891E-01
-1.0935004E+00,-6.34766E-01
-1.0934920E+00,-6.34766E-01
-1.0934836E+00,-6.54297E-01
-1.0934752E+00,-6.15234E-01
-1.0934668E+00,-6.73828E-01
-1.0934584E+00,-7.32422E-01
-1.0934500E+00,-6.73828E-01
-1.0934416E+00,-7.12891E-01
-1.0934332E+00,-7.12891E-01
-1.0934248E+00,-7.12891E-01
-1.0934164E+00,-6.73828E-01
-1.0934080E+00,-7.51953E-01
-1.0933996E+00,-7.51953E-01
-1.0933912E+00,-7.12891E-01
-1.0933828E+00,-7.51953E-01
-1.0933744E+00,-7.32422E-01
-1.0933660E+00,-6.93359E-01
-1.0933576E+00,-7.71484E-01
-1.0933492E+00,-7.12891E-01
-1.0933408E+00,-7.71484E-01
-1.0933324E+00,-7.32422E-01
-1.0933240E+00,-7.91016E-01
-1.0933156E+00,-7.91016E-01
-1.0933072E+00,-7.71484E-01
-1.0932988E+00,-7.91016E-01
-1.0932904E+00,-8.49609E-01
-1.0932820E+00,-7.32422E-01
-1.0932736E+00,-8.30078E-01
-1.0932652E+00,-8.30078E-01
-1.0932568E+00,-8.88672E-01
-1.0932484E+00,-7.91016E-01
-1.0932400E+00,-8.10547E-01
-1.0932316E+00,-8.30078E-01
-1.0932232E+00,-8.69141E-01
-1.0932148E+00,-8.69141E-01
-1.0932064E+00,-8.69141E-01
-1.0931980E+00,-8.69141E-01
-1.0931896E+00,-8.88672E-01
-1.0931812E+00,-8.69141E-01
-1.0931728E+00,-8.88672E-01
-1.0931644E+00,-8.49609E-01
-1.0931560E+00,-8.88672E-01
-1.0931476E+00,-7.32422E-01
-1.0931392E+00,-8.30078E-01
-1.0931308E+00,-8.30078E-01
-1.0931224E+00,-7.71484E-01
