in s,C1 in V,C2 in V
7.185990E-02,4.1740417E-02,-1.6532822E+00
7.186318E-02,3.8154602E-02,-1.6403122E+00
7.186646E-02,3.4797668E-02,-1.6270370E+00
7.186973E-02,3.1288147E-02,-1.6117020E+00
7.187301E-02,2.8083801E-02,-1.5966721E+00
7.187629E-02,2.3048401E-02,-1.5802689E+00
7.187956E-02,1.9462585E-02,-1.5641708E+00
7.188284E-02,1.4350891E-02,-1.5473862E+00
7.188612E-02,1.0002136E-02,-1.5286942E+00
7.188940E-02,5.6533813E-03,-1.5091629E+00
7.189267E-02,9.9945068E-04,-1.4885635E+00
7.189595E-02,-4.6463013E-03,-1.4668961E+00
7.189923E-02,-8.5372925E-03,-1.4444656E+00
7.190250E-02,-1.3877869E-02,-1.4205093E+00
7.190578E-02,-1.9142151E-02,-1.3962479E+00
7.190906E-02,-2.3948669E-02,-1.3715286E+00
7.191233E-02,-2.8221130E-02,-1.3463516E+00
7.191561E-02,-3.2722473E-02,-1.3192673E+00
7.191889E-02,-3.8520813E-02,-1.2937088E+00
7.192216E-02,-4.3556213E-02,-1.2646408E+00
7.192544E-02,-4.7142029E-02,-1.2371750E+00
7.192872E-02,-5.2864075E-02,-1.2072678E+00
7.193199E-02,-5.6602478E-02,-1.1771317E+00
7.193527E-02,-6.2095642E-02,-1.1468430E+00
7.193855E-02,-6.4918518E-02,-1.1160202E+00
7.194182E-02,-7.0564270E-02,-1.0835190E+00
7.194510E-02,-7.4607849E-02,-1.0510941E+00
7.194838E-02,-7.7125549E-02,-1.0182877E+00
7.195165E-02,-8.0101013E-02,-9.8357391E-01
7.195493E-02,-8.3534241E-02,-9.4939423E-01
7.195821E-02,-8.5975647E-02,-9.1468048E-01
7.196148E-02,-9.0095520E-02,-8.7851715E-01
7.196476E-02,-9.2002869E-02,-8.4189606E-01
7.196804E-02,-9.2689514E-02,-8.0458832E-01
7.197132E-02,-9.4444275E-02,-7.6781464E-01
7.197459E-02,-9.5588684E-02,-7.2997284E-01
7.197787E-02,-9.7877502E-02,-6.9167328E-01
7.198115E-02,-9.7877502E-02,-6.5245819E-01
7.198442E-02,-9.7496033E-02,-6.1293793E-01
7.198770E-02,-9.8106384E-02,-5.7173920E-01
7.199098E-02,-9.7114563E-02,-5.3260040E-01
7.199425E-02,-9.5893860E-02,-4.9193573E-01
7.199753E-02,-9.4520569E-02,-4.5195770E-01
7.200081E-02,-9.2460632E-02,-4.0930939E-01
7.200408E-02,-9.0553284E-02,-3.6803436E-01
7.200736E-02,-8.8340759E-02,-3.2614899E-01
7.201064E-02,-8.4831238E-02,-2.8418732E-01
7.201391E-02,-8.1016541E-02,-2.4153900E-01
7.201719E-02,-7.6896667E-02,-1.9911957E-01
7.202047E-02,-7.1784973E-02,-1.5608978E-01
7.202374E-02,-6.7207336E-02,-1.1161041E-01
7.202702E-02,-6.0340881E-02,-6.7512512E-02
7.203030E-02,-5.3932190E-02,-2.3948669E-02
7.203357E-02,-4.8591614E-02,1.9767761E-02
7.203685E-02,-4.0504456E-02,6.4476013E-02
7.204013E-02,-3.3485413E-02,1.0857391E-01
7.204340E-02,-2.4864197E-02,1.5358734E-01
7.204668E-02,-1.6471863E-02,1.9852448E-01
7.204996E-02,-7.1640015E-03,2.4323273E-01
7.205324E-02,2.9067993E-03,2.8870392E-01
7.205651E-02,1.3435364E-02,3.3356476E-01
7.205979E-02,2.2590637E-02,3.7743378E-01
7.206307E-02,3.4111023E-02,4.2206573E-01
7.206634E-02,4.6012878E-02,4.6692657E-01
7.206962E-02,5.8372498E-02,5.1033783E-01
7.207290E-02,7.0808411E-02,5.5359650E-01
7.207617E-02,8.4388733E-02,5.9822845E-01
7.207945E-02,9.6519470E-02,6.4286041E-01
7.208273E-02,1.1101532E-01,6.8733978E-01
7.208600E-02,1.2497711E-01,7.3113251E-01
7.208928E-02,1.3970184E-01,7.7660370E-01
7.209256E-02,1.5488434E-01,8.2024384E-01
7.209583E-02,1.6907501E-01,8.6533356E-01
7.209911E-02,1.8570709E-01,9.0843964E-01
7.210239E-02,2.0058441E-01,9.5314789E-01
7.210566E-02,2.1714020E-01,9.9701691E-01
7.210894E-02,2.3323822E-01,1.0407333E+00
7.211222E-02,2.5162506E-01,1.0838394E+00
7.211549E-02,2.6741791E-01,1.1264877E+00
7.211877E-02,2.8435516E-01,1.1693649E+00
7.212205E-02,3.0060577E-01,1.2114029E+00
7.212532E-02,3.1861115E-01,1.2526016E+00
7.212860E-02,3.3600616E-01,1.2938766E+00
7.213188E-02,3.5324860E-01,1.3348465E+00
7.213516E-02,3.7064362E-01,1.3765793E+00
7.213843E-02,3.8971710E-01,1.4168625E+00
7.214171E-02,4.0642548E-01,1.4569931E+00
7.214499E-02,4.2504120E-01,1.4959030E+00
7.214826E-02,4.4327545E-01,1.5339737E+00
7.215154E-02,4.6135712E-01,1.5722733E+00
7.215482E-02,4.7920990E-01,1.6106491E+00
7.215809E-02,4.9752045E-01,1.6483383E+00
7.216137E-02,5.1567841E-01,1.6855698E+00
7.216465E-02,5.3292084E-01,1.7215805E+00
7.216792E-02,5.5092621E-01,1.7584305E+00
7.217120E-02,5.6870270E-01,1.7924576E+00
7.217448E-02,5.8541107E-01,1.8277817E+00
7.217775E-02,6.0303497E-01,1.8625717E+00
7.218103E-02,6.2004852E-01,1.8963699E+00
7.218431E-02,6.3523102E-01,1.9289474E+00
7.218758E-02,6.5132904E-01,1.9620590E+00
7.219086E-02,6.6696930E-01,1.9937973E+00
7.219414E-02,6.8230438E-01,2.0250778E+00
7.219741E-02,6.9588470E-01,2.0565109E+00
7.220069E-02,7.1083832E-01,2.0866470E+00
7.220397E-02,7.2548676E-01,2.1157913E+00
7.220724E-02,7.3952484E-01,2.1440964E+00
7.221052E-02,7.5371552E-01,2.1720200E+00
7.221380E-02,7.6775360E-01,2.1993332E+00
7.221708E-02,7.8011322E-01,2.2251205E+00
7.222035E-02,7.9338837E-01,2.2509842E+00
7.222363E-02,8.0521393E-01,2.2763901E+00
7.222691E-02,8.1696320E-01,2.3010330E+00
7.223018E-02,8.2711029E-01,2.3238449E+00
7.223346E-02,8.3771515E-01,2.3461990E+00
7.223674E-02,8.4725189E-01,2.3680954E+00
7.224001E-02,8.5648346E-01,2.3890762E+00
7.224329E-02,8.6510468E-01,2.4086075E+00
7.224657E-02,8.7380219E-01,2.4287491E+00
7.224984E-02,8.8181305E-01,2.4473648E+00
7.225312E-02,8.8829803E-01,2.4639206E+00
7.225640E-02,8.9432526E-01,2.4804764E+00
7.225967E-02,8.9981842E-01,2.4969559E+00
7.226295E-02,9.0431976E-01,2.5111465E+00
7.226623E-02,9.0805817E-01,2.5269394E+00
7.226950E-02,9.1057587E-01,2.5395279E+00
7.227278E-02,9.1370392E-01,2.5521164E+00
7.227606E-02,9.1645050E-01,2.5632553E+00
7.227933E-02,9.1606903E-01,2.5732498E+00
7.228261E-02,9.1736603E-01,2.5830154E+00
7.228589E-02,9.1667938E-01,2.5920944E+00
7.228916E-02,9.1591644E-01,2.5998001E+00
7.229244E-02,9.1454315E-01,2.6075058E+00
7.229572E-02,9.1255951E-01,2.6125412E+00
7.229900E-02,9.0904999E-01,2.6181107E+00
7.230227E-02,9.0447235E-01,2.6220779E+00
7.230555E-02,8.9974213E-01,2.6251297E+00
7.230883E-02,8.9386749E-01,2.6288681E+00
7.231210E-02,8.8722992E-01,2.6300125E+00
7.231538E-02,8.8158417E-01,2.6306229E+00
7.231866E-02,8.7364960E-01,2.6303177E+00
7.232193E-02,8.6540985E-01,2.6295547E+00
7.232521E-02,8.5686493E-01,2.6271896E+00
7.232849E-02,8.4740448E-01,2.6244431E+00
7.233176E-02,8.3733368E-01,2.6202469E+00
7.233504E-02,8.2703400E-01,2.6152115E+00
7.233832E-02,8.1589508E-01,2.6101761E+00
7.234159E-02,8.0338287E-01,2.6033096E+00
7.234487E-02,7.9079437E-01,2.5966721E+00
7.234815E-02,7.7797699E-01,2.5885849E+00
7.235142E-02,7.6363373E-01,2.5789719E+00
7.235470E-02,7.4997711E-01,2.5685959E+00
7.235798E-02,7.3494720E-01,2.5586777E+00
7.236125E-02,7.1953583E-01,2.5466995E+00
7.236453E-02,7.0412445E-01,2.5345688E+00
7.236781E-02,6.9008636E-01,2.5201492E+00
7.237108E-02,6.7414093E-01,2.5058060E+00
7.237436E-02,6.5918732E-01,2.4899368E+00
7.237764E-02,6.4095306E-01,2.4744492E+00
7.238092E-02,6.2462616E-01,2.4573593E+00
7.238419E-02,6.0715485E-01,2.4390488E+00
7.238747E-02,5.8861542E-01,2.4202805E+00
7.239075E-02,5.6931305E-01,2.4002914E+00
7.239402E-02,5.5100250E-01,2.3801498E+00
7.239730E-02,5.3154755E-01,2.3585587E+00
7.240058E-02,5.1178741E-01,2.3363571E+00
7.240385E-02,4.9256134E-01,2.3142319E+00
7.240713E-02,4.7325897E-01,2.2905045E+00
7.241041E-02,4.5296478E-01,2.2655563E+00
7.241368E-02,4.3244171E-01,2.2397690E+00
7.241696E-02,4.1245270E-01,2.2141342E+00
7.242024E-02,3.9131927E-01,2.1879654E+00
7.242351E-02,3.7064362E-01,2.1601181E+00
7.242679E-02,3.5103607E-01,2.1314316E+00
7.243007E-02,3.3074188E-01,2.1025925E+00
7.243334E-02,3.1052399E-01,2.0730667E+00
7.243662E-02,2.9106903E-01,2.0433884E+00
7.243990E-02,2.7062225E-01,2.0124893E+00
7.244317E-02,2.5040436E-01,1.9807510E+00
7.244645E-02,2.3011017E-01,1.9485550E+00
7.244973E-02,2.0973969E-01,1.9166641E+00
7.245300E-02,1.8929291E-01,1.8830948E+00
7.245628E-02,1.7006683E-01,1.8493729E+00
7.245956E-02,1.5091705E-01,1.8136673E+00
7.246284E-02,1.3115692E-01,1.7788010E+00
7.246611E-02,1.1238861E-01,1.7430954E+00
7.246939E-02,9.4535828E-02,1.7062454E+00
7.247267E-02,7.5767517E-02,1.6690140E+00
7.247594E-02,5.8143616E-02,1.6326218E+00
