time	V(v_f1)	V(v_f2)	V(v_hp)	V(v_tp)	V(n003)	V(n005)
6.833192299759336e-002	5.515902e-002	3.026014e-002	-9.175283e-002	6.137152e-002	8.102146e-004	-1.065639e-001
6.834192299759336e-002	6.416032e-002	2.693842e-002	-8.240262e-002	5.531773e-002	7.768836e-004	-1.073414e-001
6.835192299759335e-002	7.215005e-002	2.319205e-002	-7.173990e-002	4.837897e-002	7.087471e-004	-1.080688e-001
6.836192299759335e-002	7.899827e-002	1.908409e-002	-5.993615e-002	4.066401e-002	6.101024e-004	-1.087135e-001
6.837192299759334e-002	8.459330e-002	1.468308e-002	-4.718179e-002	3.229506e-002	4.871825e-004	-1.092483e-001
6.838192299759334e-002	8.884394e-002	1.006146e-002	-3.368273e-002	2.340585e-002	3.477567e-004	-1.096526e-001
6.839192299759334e-002	9.168126e-002	5.294068e-003	-1.965646e-002	1.413919e-002	2.006313e-004	-1.099145e-001
6.840192299759333e-002	9.305985e-002	4.567637e-004	-5.328124e-003	4.644484e-003	5.508574e-005	-1.100306e-001
6.841192299759333e-002	9.295869e-002	-4.374843e-003	9.073546e-003	-4.925122e-003	-7.971787e-005	-1.100070e-001
6.842192299759332e-002	9.138123e-002	-9.126440e-003	2.332012e-002	-1.441554e-002	-1.953142e-004	-1.098586e-001
6.843192299759332e-002	8.835511e-002	-1.372588e-002	3.718717e-002	-2.367460e-002	-2.844647e-004	-1.096080e-001
6.844192299759332e-002	8.393130e-002	-1.810392e-002	5.045769e-002	-3.255468e-002	-3.416061e-004	-1.092842e-001
6.845192299759331e-002	7.818279e-002	-2.219480e-002	6.292517e-002	-4.091525e-002	-3.631909e-004	-1.089208e-001
6.846192299759331e-002	7.120306e-002	-2.593688e-002	7.439645e-002	-4.862504e-002	-3.479007e-004	-1.085538e-001
6.847192299759330e-002	6.310412e-002	-2.927314e-002	8.469409e-002	-5.556396e-002	-2.967211e-004	-1.082195e-001
6.848192299759330e-002	5.401460e-002	-3.215189e-002	9.365877e-002	-6.162468e-002	-2.128765e-004	-1.079520e-001
6.849192299759330e-002	4.407755e-002	-3.452746e-002	1.011512e-001	-6.671400e-002	-1.016278e-004	-1.077813e-001
6.850192299759329e-002	3.344826e-002	-3.636097e-002	1.070540e-001	-7.075384e-002	3.005257e-005	-1.077312e-001
6.851192299759329e-002	2.229213e-002	-3.762123e-002	1.112736e-001	-7.368211e-002	1.739105e-004	-1.078182e-001
6.852192299759329e-002	1.078234e-002	-3.828558e-002	1.137413e-001	-7.545345e-002	3.209198e-004	-1.080499e-001
6.853192299759328e-002	-9.023784e-004	-3.834070e-002	1.144151e-001	-7.603963e-002	4.618420e-004	-1.084250e-001
6.854192299759328e-002	-1.258015e-002	-3.778328e-002	1.132808e-001	-7.543010e-002	5.878027e-004	-1.089331e-001
6.855192299759327e-002	-2.406837e-002	-3.662050e-002	1.103522e-001	-7.363217e-002	6.908501e-004	-1.095554e-001
6.856192299759327e-002	-3.518635e-002	-3.487019e-002	1.056721e-001	-7.067123e-002	7.644600e-004	-1.102660e-001
6.857192299759327e-002	-4.575795e-002	-3.256073e-002	9.931180e-002	-6.659072e-002	8.039549e-004	-1.110334e-001
6.858192299759326e-002	-5.561446e-002	-2.973055e-002	9.137034e-002	-6.145180e-002	8.068081e-004	-1.118222e-001
6.859192299759326e-002	-6.459740e-002	-2.642736e-002	8.197340e-002	-5.533288e-002	7.728118e-004	-1.125959e-001
6.860192299759325e-002	-7.256139e-002	-2.270700e-002	7.127114e-002	-4.832869e-002	7.040956e-004	-1.133190e-001
6.861192299759325e-002	-7.937692e-002	-1.863214e-002	5.943567e-002	-4.054907e-002	6.049940e-004	-1.139589e-001
6.862192299759325e-002	-8.493283e-002	-1.427077e-002	4.665798e-002	-3.211730e-002	4.817696e-004	-1.144883e-001
6.863192299759324e-002	-8.913855e-002	-9.694702e-003	3.314434e-002	-2.316812e-002	3.422112e-004	-1.148872e-001
6.864192299759324e-002	-9.192587e-002	-4.978031e-003	1.911251e-002	-1.384535e-002	1.951335e-004	-1.151435e-001
6.865192299759323e-002	-9.325024e-002	-1.957674e-004	4.787704e-003	-4.299288e-003	4.981261e-005	-1.152542e-001
6.866192299759323e-002	-9.309152e-002	4.577392e-003	-9.601439e-003	5.316077e-003	-8.460433e-005	-1.152256e-001
6.867192299759323e-002	-9.145410e-002	9.268101e-003	-2.382672e-002	1.484594e-002	-1.996773e-004	-1.150726e-001
6.868192299759322e-002	-8.836664e-002	1.380522e-002	-3.766410e-002	2.413749e-002	-2.882019e-004	-1.148179e-001
6.869192299759322e-002	-8.388108e-002	1.812050e-002	-5.089708e-002	3.304265e-002	-3.446554e-004	-1.144907e-001
6.870192299759322e-002	-7.807141e-002	2.214921e-002	-6.331979e-002	4.142050e-002	-3.655347e-004	-1.141245e-001
6.871192299759321e-002	-7.103205e-002	2.583067e-002	-7.473981e-002	4.913956e-002	-3.495669e-004	-1.137555e-001
6.872192299759321e-002	-6.287599e-002	2.910881e-002	-8.498056e-002	5.607960e-002	-2.977811e-004	-1.134198e-001
6.873192299759320e-002	-5.373267e-002	3.193283e-002	-9.388360e-002	6.213334e-002	-2.134405e-004	-1.131515e-001
6.874192299759320e-002	-4.374599e-002	3.425787e-002	-1.013106e-001	6.720769e-002	-1.018382e-004	-1.129804e-001
6.875192299759320e-002	-3.307198e-002	3.604584e-002	-1.071452e-001	7.122484e-002	3.003027e-005	-1.129302e-001
6.876192299759319e-002	-2.187671e-002	3.726622e-002	-1.112948e-001	7.412306e-002	1.738980e-004	-1.130171e-001
6.877192299759319e-002	-1.033396e-002	3.789695e-002	-1.136920e-001	7.585743e-002	3.207370e-004	-1.132487e-001
6.878192299759318e-002	1.377051e-003	3.792523e-002	-1.142957e-001	7.640030e-002	4.613180e-004	-1.136234e-001
6.879192299759318e-002	1.307401e-002	3.734818e-002	-1.130927e-001	7.574176e-002	5.867867e-004	-1.141307e-001
6.880192299759318e-002	2.457401e-002	3.617329e-002	-1.100980e-001	7.388990e-002	6.892206e-004	-1.147517e-001
6.881192299759317e-002	3.569614e-002	3.441861e-002	-1.053554e-001	7.087091e-002	7.621330e-004	-1.154603e-001
6.882192299759317e-002	4.626418e-002	3.211263e-002	-9.893718e-002	6.672911e-002	8.008892e-004	-1.162250e-001
6.883192299759317e-002	5.610942e-002	2.929376e-002	-9.094339e-002	6.152664e-002	8.030079e-004	-1.170103e-001
6.884192299759316e-002	6.507354e-002	2.600955e-002	-8.150051e-002	5.534292e-002	7.683271e-004	-1.177800e-001
6.885192299759316e-002	7.301144e-002	2.231558e-002	-7.075948e-002	4.827372e-002	6.990193e-004	-1.184982e-001
6.886192299759315e-002	7.979400e-002	1.827410e-002	-5.889308e-002	4.042993e-002	5.994562e-004	-1.191328e-001
6.887192299759315e-002	8.531059e-002	1.395259e-002	-4.609282e-002	3.193589e-002	4.759296e-004	-1.196566e-001
6.888192299759315e-002	8.947127e-002	9.422192e-003	-3.256535e-002	2.292736e-002	3.362474e-004	-1.200496e-001
6.889192299759314e-002	9.220857e-002	4.756259e-003	-1.852864e-002	1.354913e-002	1.892320e-004	-1.202999e-001
6.890192299759314e-002	9.347879e-002	2.895536e-005	-4.207968e-003	3.952414e-003	4.415587e-005	-1.204049e-001
6.891192299759313e-002	9.326268e-002	-4.685937e-003	1.016811e-002	-5.707988e-003	-8.984947e-005	-1.203708e-001
6.892192299759313e-002	9.156559e-002	-9.316037e-003	2.437164e-002	-1.527655e-002	-2.043699e-004	-1.202128e-001
6.893192299759313e-002	8.841716e-002	-1.379120e-002	3.817897e-002	-2.459987e-002	-2.922355e-004	-1.199537e-001
6.894192299759312e-002	8.387029e-002	-1.804419e-002	5.137415e-002	-3.352939e-002	-3.479646e-004	-1.196228e-001
6.895192299759312e-002	7.799999e-002	-2.201127e-002	6.375195e-002	-4.192384e-002	-3.680991e-004	-1.192537e-001
6.896192299759311e-002	7.090164e-002	-2.563272e-002	7.512068e-002	-4.965150e-002	-3.514115e-004	-1.188825e-001
6.897192299759311e-002	6.268910e-002	-2.885341e-002	8.530460e-002	-5.659207e-002	-2.989751e-004	-1.185452e-001
6.898192299759311e-002	5.349271e-002	-3.162343e-002	9.414618e-002	-6.263828e-002	-2.140923e-004	-1.182760e-001
6.899192299759310e-002	4.345714e-002	-3.389871e-002	1.015081e-001	-6.769720e-002	-1.020883e-004	-1.181043e-001
6.900192299759310e-002	3.273919e-002	-3.564192e-002	1.072749e-001	-7.169127e-002	3.001787e-005	-1.180540e-001
6.901192299759310e-002	2.150556e-002	-3.682321e-002	1.113551e-001	-7.455913e-002	1.739459e-004	-1.181409e-001
6.902192299759309e-002	9.930625e-003	-3.742112e-002	1.136822e-001	-7.625632e-002	3.206657e-004	-1.183725e-001
6.903192299759309e-002	-1.805902e-003	-3.742334e-002	1.142164e-001	-7.675578e-002	4.609566e-004	-1.187469e-001
6.904192299759308e-002	-1.352131e-002	-3.682740e-002	1.129455e-001	-7.604822e-002	5.859837e-004	-1.192537e-001
6.905192299759308e-002	-2.503240e-002	-3.564110e-002	1.098855e-001	-7.414248e-002	6.878533e-004	-1.198736e-001
6.906192299759308e-002	-3.615805e-002	-3.388271e-002	1.050812e-001	-7.106560e-002	7.601150e-004	-1.205805e-001
6.907192299759307e-002	-4.672195e-002	-3.158079e-002	9.860592e-002	-6.686278e-002	7.981759e-004	-1.213427e-001
6.908192299759307e-002	-5.655544e-002	-2.877373e-002	9.056062e-002	-6.159711e-002	7.995995e-004	-1.221251e-001
6.909192299759306e-002	-6.550033e-002	-2.550893e-002	8.107264e-002	-5.534901e-002	7.642685e-004	-1.228910e-001
6.910192299759306e-002	-7.341182e-002	-2.184167e-002	7.029366e-002	-4.821528e-002	6.943973e-004	-1.236049e-001
6.911192299759306e-002	-8.016118e-002	-1.783380e-002	5.839713e-002	-4.030789e-002	5.943940e-004	-1.242346e-001
6.912192299759305e-002	-8.563832e-002	-1.355227e-002	4.557502e-002	-3.175218e-002	4.705789e-004	-1.247532e-001
6.913192299759305e-002	-8.975393e-002	-9.067569e-003	3.203438e-002	-2.268494e-002	3.307782e-004	-1.251408e-001
6.914192299759304e-002	-9.244131e-002	-4.452298e-003	1.799339e-002	-1.325193e-002	1.838220e-004	-1.253857e-001
6.915192299759304e-002	-9.365755e-002	2.202171e-004	3.677381e-003	-3.605248e-003	3.897843e-005	-1.254854e-001
6.916192299759304e-002	-9.338431e-002	4.877108e-003	-1.068519e-002	6.099492e-003	-9.463621e-005	-1.254463e-001
6.917192299759303e-002	-9.162790e-002	9.446952e-003	-2.486662e-002	1.570606e-002	-2.086334e-004	-1.252837e-001
6.918192299759303e-002	-8.841891e-002	1.386059e-002	-3.864367e-002	2.506047e-002	-2.958774e-004	-1.250207e-001
6.919192299759303e-002	-8.381125e-002	1.805180e-002	-5.180089e-002	3.401369e-002	-3.509269e-004	-1.246865e-001
6.920192299759302e-002	-7.788089e-002	2.195780e-002	-6.413372e-002	4.242411e-002	-3.703675e-004	-1.243148e-001
6.921192299759302e-002	-7.072413e-002	2.551987e-002	-7.545120e-002	5.015980e-002	-3.530165e-004	-1.239416e-001
6.922192299759301e-002	-6.245576e-002	2.868378e-002	-8.557843e-002	5.710037e-002	-2.999897e-004	-1.236030e-001
6.923192299759301e-002	-5.320697e-002	3.140047e-002	-9.435876e-002	6.313859e-002	-2.146274e-004	-1.233329e-001
6.924192299759301e-002	-4.312323e-002	3.362671e-002	-1.016558e-001	6.818168e-002	-1.022860e-004	-1.231609e-001
6.925192299759300e-002	-3.236204e-002	3.532589e-002	-1.073552e-001	7.215232e-002	2.999343e-005	-1.231104e-001
6.926192299759300e-002	-2.109078e-002	3.646882e-002	-1.113665e-001	7.498956e-002	1.739188e-004	-1.231973e-001
6.927192299759299e-002	-9.484364e-003	3.703462e-002	-1.136241e-001	7.664938e-002	3.204588e-004	-1.234287e-001
6.928192299759299e-002	2.276992e-003	3.701148e-002	-1.140894e-001	7.710529e-002	4.604028e-004	-1.238028e-001
6.929192299759299e-002	1.401019e-002	3.639733e-002	-1.127512e-001	7.634868e-002	5.849362e-004	-1.243086e-001
6.930192299759298e-002	2.553174e-002	3.520027e-002	-1.096265e-001	7.438913e-002	6.861949e-004	-1.249272e-001
6.931192299759298e-002	3.666032e-002	3.343876e-002	-1.047613e-001	7.125448e-002	7.577657e-004	-1.256321e-001
6.932192299759298e-002	4.721955e-002	3.114144e-002	-9.822971e-002	6.699085e-002	7.950978e-004	-1.263916e-001
6.933192299759297e-002	5.704080e-002	2.834668e-002	-9.013368e-002	6.166228e-002	7.958001e-004	-1.271705e-001
6.934192299759297e-002	6.596606e-002	2.510169e-002	-8.060140e-002	5.535017e-002	7.597999e-004	-1.279323e-001
6.935192299759296e-002	7.385080e-002	2.146148e-002	-6.978528e-002	4.815238e-002	6.893537e-004	-1.286415e-001
6.936192299759296e-002	8.056672e-002	1.748749e-002	-5.785937e-002	4.018188e-002	5.889056e-004	-1.292659e-001
6.937192299759296e-002	8.600424e-002	1.324611e-002	-4.501617e-002	3.156509e-002	4.648041e-004	-1.297789e-001
6.938192299759295e-002	9.007472e-002	8.807180e-003	-3.146307e-002	2.243977e-002	3.248935e-004	-1.301606e-001
6.939192299759295e-002	9.271218e-002	4.242551e-003	-1.741846e-002	1.295265e-002	1.780108e-004	-1.303997e-001
6.940192299759294e-002	9.387457e-002	-3.752980e-004	-3.107698e-003	3.256716e-003	3.341954e-005	-1.304937e-001
6.941192299759294e-002	9.354442e-002	-4.974405e-003	1.124085e-002	-6.491634e-003	-9.977988e-005	-1.304493e-001
6.942192299759294e-002	9.172900e-002	-9.484309e-003	2.539977e-002	-1.613548e-002	-2.132251e-004	-1.302819e-001
6.943192299759293e-002	8.845985e-002	-1.383683e-002	3.914620e-002	-2.552024e-002	-2.998148e-004	-1.300145e-001
6.944192299759293e-002	8.379188e-002	-1.796674e-002	5.226525e-002	-3.449645e-002	-3.541485e-004	-1.296767e-001
6.945192299759292e-002	7.780200e-002	-2.181225e-002	6.455299e-002	-4.292216e-002	-3.728561e-004	-1.293021e-001
6.946192299759292e-002	7.058747e-002	-2.531556e-002	7.581922e-002	-5.066525e-002	-3.547999e-004	-1.289268e-001
6.947192299759292e-002	6.226397e-002	-2.842337e-002	8.588986e-002	-5.760524e-002	-3.011385e-004	-1.285867e-001
6.948192299759291e-002	5.296351e-002	-3.108749e-002	9.460919e-002	-6.363496e-002	-2.152506e-004	-1.283157e-001
6.949192299759291e-002	4.283234e-002	-3.326546e-002	1.018417e-001	-6.866177e-002	-1.025235e-004	-1.281432e-001
6.950192299759291e-002	3.202870e-002	-3.492139e-002	1.074742e-001	-7.260865e-002	2.997895e-005	-1.280926e-001
6.951192299759290e-002	2.072058e-002	-3.602676e-002	1.114170e-001	-7.541499e-002	1.739524e-004	-1.281794e-001
6.952192299759290e-002	9.083467e-003	-3.656124e-002	1.136058e-001	-7.703727e-002	3.203641e-004	-1.284108e-001
6.953192299759289e-002	-2.701968e-003	-3.651350e-002	1.140028e-001	-7.744956e-002	4.600127e-004	-1.287846e-001
6.954192299759289e-002	-1.445224e-002	-3.588187e-002	1.125980e-001	-7.664393e-002	5.841033e-004	-1.292899e-001
6.955192299759289e-002	-2.598357e-002	-3.467473e-002	1.094096e-001	-7.463067e-002	6.848006e-004	-1.299073e-001
6.956192299759288e-002	-3.711447e-002	-3.291072e-002	1.044842e-001	-7.143848e-002	7.557275e-004	-1.306105e-001
6.957192299759288e-002	-4.766849e-002	-3.061856e-002	9.789716e-002	-6.711432e-002	7.923748e-004	-1.313677e-001
6.958192299759287e-002	-5.747705e-002	-2.783656e-002	8.975127e-002	-6.172322e-002	7.923954e-004	-1.321435e-001
6.959192299759287e-002	-6.638230e-002	-2.461177e-002	8.017552e-002	-5.534757e-002	7.557605e-004	-1.329015e-001
6.960192299759287e-002	-7.424001e-002	-2.099891e-002	6.932305e-002	-4.808622e-002	6.847676e-004	-1.336064e-001
6.961192299759286e-002	-8.092231e-002	-1.705897e-002	5.736854e-002	-4.005320e-002	5.838960e-004	-1.342260e-001
6.962192299759286e-002	-8.632013e-002	-1.285782e-002	4.450496e-002	-3.137595e-002	4.595215e-004	-1.347339e-001
6.963192299759285e-002	-9.034549e-002	-8.464651e-003	3.094005e-002	-2.219323e-002	3.195061e-004	-1.351103e-001
6.964192299759285e-002	-9.293316e-002	-3.950547e-003	1.689238e-002	-1.265269e-002	1.726933e-004	-1.353440e-001
6.965192299759285e-002	-9.404189e-002	6.128468e-004	2.587368e-003	-2.908200e-003	2.834193e-005	-1.354328e-001
6.966192299759284e-002	-9.365514e-002	5.154474e-003	-1.174676e-002	6.883056e-003	-1.044636e-004	-1.353835e-001
6.967192299759284e-002	-9.178109e-002	9.604823e-003	-2.588285e-002	1.656348e-002	-2.173866e-004	-1.352116e-001
6.968192299759284e-002	-8.845225e-002	1.389670e-002	-3.959846e-002	2.597793e-002	-3.033599e-004	-1.349404e-001
6.969192299759283e-002	-8.372449e-002	1.796583e-002	-5.267921e-002	3.497648e-002	-3.570229e-004	-1.345994e-001
6.970192299759283e-002	-7.767569e-002	2.175143e-002	-6.492185e-002	4.341688e-002	-3.750487e-004	-1.342222e-001
6.971192299759282e-002	-7.040401e-002	2.519663e-002	-7.613690e-002	5.116681e-002	-3.563436e-004	-1.338450e-001
6.972192299759282e-002	-6.202602e-002	2.824902e-002	-8.615114e-002	5.810573e-002	-3.021080e-004	-1.335036e-001
6.973192299759282e-002	-5.267458e-002	3.086126e-002	-9.480971e-002	6.412649e-002	-2.157573e-004	-1.332319e-001
6.974192299759281e-002	-4.249671e-002	3.299167e-002	-1.019781e-001	6.913665e-002	-1.027089e-004	-1.330590e-001
6.975192299759281e-002	-3.165133e-002	3.460509e-002	-1.075440e-001	7.305945e-002	2.995248e-005	-1.330083e-001
6.976192299759280e-002	-2.030705e-002	3.567361e-002	-1.114188e-001	7.583466e-002	1.739113e-004	-1.330951e-001
6.977192299759280e-002	-8.640440e-003	3.617798e-002	-1.135398e-001	7.741925e-002	3.200338e-004	-1.333262e-001
6.978192299759280e-002	3.167826e-003	3.610693e-002	-1.138699e-001	7.778791e-002	4.592309e-004	-1.336995e-001
6.979192299759279e-002	1.493513e-002	3.545789e-002	-1.123988e-001	7.693335e-002	5.829275e-004	-1.342037e-001
6.980192299759279e-002	2.647634e-002	3.424055e-002	-1.091464e-001	7.486651e-002	6.831167e-004	-1.348197e-001
6.981192299759279e-002	3.760900e-002	3.247461e-002	-1.041616e-001	7.161690e-002	7.533598e-004	-1.355209e-001
6.982192299759278e-002	4.815729e-002	3.018814e-002	-9.751993e-002	6.723247e-002	7.892891e-004	-1.362753e-001
6.983192299759278e-002	5.795270e-002	2.741936e-002	-8.932493e-002	6.177915e-002	7.886017e-004	-1.370477e-001
6.984192299759277e-002	6.683756e-002	2.421517e-002	-7.970649e-002	5.534033e-002	7.513132e-004	-1.378016e-001
6.985192299759277e-002	7.466794e-002	2.062996e-002	-6.881845e-002	4.801589e-002	6.797617e-004	-1.385017e-001
6.986192299759277e-002	8.131637e-002	1.672431e-002	-5.683609e-002	3.992089e-002	5.784620e-004	-1.391162e-001
6.987192299759276e-002	8.667435e-002	1.256354e-002	-4.395287e-002	3.118376e-002	4.538165e-004	-1.396185e-001
6.988192299759276e-002	9.065455e-002	8.216175e-003	-3.037683e-002	2.194426e-002	3.137046e-004	-1.399891e-001
6.989192299759275e-002	9.319247e-002	3.752546e-003	-1.632674e-002	1.235098e-002	1.669758e-004	-1.402171e-001
6.990192299759275e-002	9.424771e-002	-7.565375e-004	-2.028031e-003	2.558640e-003	2.288372e-005	-1.403003e-001
6.991192299759275e-002	9.380458e-002	-5.240928e-003	1.229120e-002	-7.274800e-003	-1.095037e-004	-1.402457e-001
6.992192299759274e-002	9.187224e-002	-9.632059e-003	2.640408e-002	-1.699108e-002	-2.218760e-004	-1.400691e-001
6.993192299759274e-002	8.848412e-002	-1.386371e-002	4.008856e-002	-2.643450e-002	-3.072005e-004	-1.397937e-001
6.994192299759273e-002	8.369708e-002	-1.787259e-002	5.313084e-002	-3.545470e-002	-3.601569e-004	-1.394492e-001
6.995192299759273e-002	7.758992e-002	-2.159886e-002	6.532830e-002	-4.390914e-002	-3.774621e-004	-1.390692e-001
6.996192299759273e-002	7.026173e-002	-2.498658e-002	7.649222e-002	-5.166530e-002	-3.580665e-004	-1.386899e-001
6.997192299759272e-002	6.182995e-002	-2.798426e-002	8.645020e-002	-5.860259e-002	-3.032123e-004	-1.383471e-001
6.998192299759272e-002	5.242827e-002	-3.054536e-002	9.504826e-002	-6.461392e-002	-2.163524e-004	-1.380745e-001
6.999192299759272e-002	4.220444e-002	-3.262899e-002	1.021529e-001	-6.960703e-002	-1.029342e-004	-1.379012e-001
7.000192299759271e-002	3.131809e-002	-3.420067e-002	1.076527e-001	-7.350543e-002	2.993606e-005	-1.378503e-001
7.001192299759271e-002	1.993844e-002	-3.523314e-002	1.114601e-001	-7.624929e-002	1.739314e-004	-1.379371e-001
7.002192299759270e-002	8.242587e-003	-3.570766e-002	1.135134e-001	-7.779606e-002	3.199380e-004	-1.381681e-001
7.003192299759270e-002	-3.588347e-003	-3.561345e-002	1.137766e-001	-7.812100e-002	4.588558e-004	-1.385411e-001
7.004192299759270e-002	-1.537139e-002	-3.494829e-002	1.122403e-001	-7.721747e-002	5.820885e-004	-1.390448e-001
7.005192299759269e-002	-2.692114e-002	-3.372214e-002	1.089257e-001	-7.509717e-002	6.816994e-004	-1.396596e-001
7.006192299759269e-002	-3.805498e-002	-3.195485e-002	1.038824e-001	-7.179043e-002	7.513063e-004	-1.403591e-001
7.007192299759268e-002	-4.859705e-002	-2.967458e-002	9.718680e-002	-6.734607e-002	7.865619e-004	-1.411111e-001
7.008192299759268e-002	-5.837890e-002	-2.691945e-002	8.894355e-002	-6.183095e-002	7.852068e-004	-1.418804e-001
7.009192299759268e-002	-6.724303e-002	-2.373618e-002	7.928325e-002	-5.532948e-002	7.472994e-004	-1.426306e-001
7.010192299759267e-002	-7.504585e-002	-2.017885e-002	6.836045e-002	-4.794252e-002	6.752178e-004	-1.433265e-001
7.011192299759267e-002	-8.166030e-002	-1.630763e-002	5.635100e-002	-3.978615e-002	5.735111e-004	-1.439362e-001
7.012192299759266e-002	-8.697843e-002	-1.218726e-002	4.344882e-002	-3.098981e-002	4.486080e-004	-1.444334e-001
7.013192299759266e-002	-9.091353e-002	-7.885633e-003	2.986228e-002	-2.169422e-002	3.084044e-004	-1.447988e-001
7.014192299759266e-002	-9.340187e-002	-3.472311e-003	1.581031e-002	-1.204891e-002	1.617557e-004	-1.450215e-001
7.015192299759265e-002	-9.440386e-002	9.827279e-004	1.518359e-003	-2.209443e-003	1.790988e-005	-1.450996e-001
7.016192299759265e-002	-9.390473e-002	5.410234e-003	-1.278561e-002	7.665471e-003	-1.140812e-004	-1.450402e-001
7.017192299759265e-002	-9.191450e-002	9.742582e-003	-2.687500e-002	1.741690e-002	-2.259332e-004	-1.448593e-001
7.018192299759264e-002	-8.846763e-002	1.391451e-002	-4.052821e-002	2.688863e-002	-3.106472e-004	-1.445802e-001
7.019192299759264e-002	-8.362185e-002	1.786370e-002	-5.353194e-002	3.592985e-002	-3.629426e-004	-1.442325e-001
7.020192299759263e-002	-7.745695e-002	2.153126e-002	-6.568425e-002	4.439773e-002	-3.795789e-004	-1.438501e-001
7.021192299759263e-002	-7.007290e-002	2.486219e-002	-7.679716e-002	5.215958e-002	-3.595494e-004	-1.434689e-001
7.022192299759263e-002	-6.158803e-002	2.780584e-002	-8.669909e-002	5.909476e-002	-3.041373e-004	-1.431249e-001
7.023192299759262e-002	-5.213680e-002	3.031651e-002	-9.523696e-002	6.509626e-002	-2.168311e-004	-1.428515e-001
7.024192299759262e-002	-4.186773e-002	3.235408e-002	-1.022782e-001	7.007197e-002	-1.031074e-004	-1.426779e-001
7.025192299759261e-002	-3.094112e-002	3.388476e-002	-1.077123e-001	7.394570e-002	2.990771e-005	-1.426269e-001
7.026192299759261e-002	-1.952681e-002	3.488189e-002	-1.114529e-001	7.665801e-002	1.738770e-004	-1.427136e-001
7.027192299759261e-002	-7.802397e-003	3.532728e-002	-1.134391e-001	7.816684e-002	3.197075e-004	-1.429445e-001
7.028192299759260e-002	4.050538e-003	3.521059e-002	-1.136361e-001	7.844802e-002	4.582898e-004	-1.433171e-001
7.029192299759260e-002	1.584868e-002	3.452994e-002	-1.120353e-001	7.749557e-002	5.810076e-004	-1.438199e-001
7.030192299759260e-002	2.740639e-002	3.329557e-002	-1.086591e-001	7.532194e-002	6.799945e-004	-1.444333e-001
7.031192299759259e-002	3.854088e-002	3.152750e-002	-1.035579e-001	7.195827e-002	7.489258e-004	-1.451307e-001
7.032192299759259e-002	4.907624e-002	2.925390e-002	-9.680934e-002	6.745426e-002	7.834749e-004	-1.458800e-001
7.033192299759258e-002	5.884411e-002	2.651284e-002	-8.851863e-002	6.187773e-002	7.814262e-004	-1.466459e-001
7.034192299759258e-002	6.768720e-002	2.335084e-002	-7.881726e-002	5.531404e-002	7.428812e-004	-1.473920e-001
7.035192299759258e-002	7.546219e-002	1.982167e-002	-6.786046e-002	4.786507e-002	6.702580e-004	-1.480832e-001
7.036192299759257e-002	8.204247e-002	1.598505e-002	-5.582467e-002	3.964790e-002	5.681395e-004	-1.486877e-001
7.037192299759257e-002	8.732066e-002	1.190517e-002	-4.290425e-002	3.079297e-002	4.429808e-004	-1.491794e-001
7.038192299759256e-002	9.121067e-002	7.649277e-003	-2.930788e-002	2.144197e-002	3.026937e-004	-1.495392e-001
7.039192299759256e-002	9.364954e-002	3.286163e-003	-1.525463e-002	1.174534e-002	1.561388e-004	-1.497562e-001
7.040192299759256e-002	9.459848e-002	-1.115027e-003	-9.699721e-004	1.859458e-003	1.255830e-005	-1.498288e-001
7.041192299759255e-002	9.404361e-002	-5.485938e-003	1.331829e-002	-8.056192e-003	-1.190128e-004	-1.497643e-001
7.042192299759255e-002	9.199589e-002	-9.759882e-003	2.738385e-002	-1.784205e-002	-2.303164e-004	-1.495787e-001
7.043192299759254e-002	8.849069e-002	-1.387256e-002	4.100551e-002	-2.734135e-002	-3.143880e-004	-1.492955e-001
7.044192299759254e-002	8.358674e-002	-1.776260e-002	5.397056e-002	-3.640291e-002	-3.659870e-004	-1.489444e-001
7.045192299759254e-002	7.736470e-002	-2.137207e-002	6.607768e-002	-4.488359e-002	-3.819157e-004	-1.485593e-001
7.046192299759253e-002	6.992546e-002	-2.464686e-002	7.713966e-002	-5.265054e-002	-3.612110e-004	-1.481761e-001
7.047192299759253e-002	6.138819e-002	-2.753721e-002	8.698572e-002	-5.958308e-002	-3.051969e-004	-1.478307e-001
7.048192299759253e-002	5.188816e-002	-2.999822e-002	9.546371e-002	-6.557427e-002	-2.173983e-004	-1.475565e-001
7.049192299759252e-002	4.157462e-002	-3.199052e-002	1.024419e-001	-7.053221e-002	-1.033206e-004	-1.473825e-001
7.050192299759252e-002	3.060854e-002	-3.348098e-002	1.078109e-001	-7.438099e-002	2.988944e-005	-1.473313e-001
7.051192299759251e-002	1.916033e-002	-3.444355e-002	1.114852e-001	-7.706156e-002	1.738841e-004	-1.474180e-001
7.052192299759251e-002	7.408123e-003	-3.486058e-002	1.134050e-001	-7.853235e-002	3.195904e-004	-1.476488e-001
7.053192299759251e-002	-4.466093e-003	-3.472213e-002	1.135364e-001	-7.876977e-002	4.578892e-004	-1.480211e-001
7.054192299759250e-002	-1.627866e-002	-3.402670e-002	1.118721e-001	-7.776850e-002	5.801438e-004	-1.485233e-001
7.055192299759250e-002	-2.784370e-002	-3.278475e-002	1.084350e-001	-7.554172e-002	6.785572e-004	-1.491356e-001
