time	V(v_f1)	V(v_f2)	V(v_hp)	V(v_tp)	V(n003)	V(n005)
0.000000000000000e+000	1.101136e-005	2.205157e-005	1.101142e-005	-1.099795e-007	0.000000e+000	2.450166e+000
2.925714121764552e-008	1.151824e-005	2.157816e-005	1.068806e-005	-1.527974e-007	8.328316e-012	2.450166e+000
5.851428243529103e-008	1.192986e-005	1.946197e-005	1.101018e-005	-2.227857e-007	2.629226e-011	2.450166e+000
8.777142365293655e-008	1.224624e-005	1.570300e-005	1.197776e-005	-3.199443e-007	5.389184e-011	2.450166e+000
1.170285648705821e-007	1.246737e-005	1.030125e-005	1.359081e-005	-4.442732e-007	9.112705e-011	2.450166e+000
1.462857060882276e-007	1.259325e-005	3.256711e-006	1.584932e-005	-5.957724e-007	1.379979e-010	2.450166e+000
1.755428473058731e-007	1.262388e-005	-5.430608e-006	1.875331e-005	-7.744419e-007	1.945044e-010	2.450166e+000
2.047999885235186e-007	1.255926e-005	-1.576071e-005	2.230276e-005	-9.802817e-007	2.606464e-010	2.450166e+000
3.644907488738609e-007	1.226976e-005	-7.617562e-005	5.658681e-005	-1.394356e-006	1.180980e-009	2.450166e+000
5.427618145995653e-007	1.177301e-005	-1.542518e-004	1.167689e-004	-1.245269e-006	3.493910e-009	2.450166e+000
7.759244573135583e-007	1.126554e-005	-2.622981e-004	2.149371e-004	-7.482350e-007	8.812266e-009	2.450166e+000
1.032291725187914e-006	1.084867e-005	-3.831565e-004	3.322168e-004	-3.801135e-007	1.781618e-008	2.450166e+000
1.934437894555929e-006	8.811875e-006	-8.104537e-004	7.581509e-004	-1.173306e-007	7.869325e-008	2.450166e+000
3.030211000800726e-006	3.663239e-006	-1.327148e-003	1.275160e-003	-7.787590e-008	2.166475e-007	2.450166e+000
5.221757213290322e-006	-1.580126e-005	-2.351033e-003	2.299655e-003	1.441195e-007	6.964365e-007	2.450166e+000
9.604849638269511e-006	-8.573716e-005	-4.366035e-003	4.314911e-003	1.578298e-006	2.338500e-006	2.450165e+000
1.601046809698679e-005	-2.504588e-004	-7.243352e-003	7.189522e-003	6.808521e-006	6.095749e-006	2.450162e+000
2.283077967188606e-005	-5.034594e-004	-1.022097e-002	1.015874e-002	1.796920e-005	1.175019e-005	2.450157e+000
2.886348022761480e-005	-8.005143e-004	-1.277088e-002	1.269391e-002	3.520674e-005	1.827266e-005	2.450148e+000
3.563729163359213e-005	-1.214489e-003	-1.553862e-002	1.543448e-002	6.524925e-005	2.721277e-005	2.450132e+000
4.238905735050777e-005	-1.710260e-003	-1.819422e-002	1.804865e-002	1.096099e-004	3.771977e-005	2.450110e+000
5.146814637642048e-005	-2.498121e-003	-2.160770e-002	2.138028e-002	1.954851e-004	5.404642e-005	2.450068e+000
6.146814637642048e-005	-3.504242e-003	-2.517731e-002	2.482280e-002	3.271133e-004	7.434073e-005	2.450003e+000
7.146814637642048e-005	-4.651671e-003	-2.854044e-002	2.801293e-002	5.047418e-004	9.675154e-005	2.449919e+000
8.146814637642048e-005	-5.932794e-003	-3.169361e-002	3.094022e-002	7.353361e-004	1.208703e-004	2.449811e+000
9.146814637642048e-005	-7.336108e-003	-3.463862e-002	3.360084e-002	1.024510e-003	1.462193e-004	2.449678e+000
1.014681463764205e-004	-8.849962e-003	-3.737760e-002	3.599180e-002	1.377372e-003	1.723211e-004	2.449520e+000
1.114681463764205e-004	-1.046259e-002	-3.991302e-002	3.811093e-002	1.798526e-003	1.987037e-004	2.449336e+000
1.214681463764205e-004	-1.216217e-002	-4.224764e-002	3.995690e-002	2.292058e-003	2.249051e-004	2.449125e+000
1.314681463764205e-004	-1.393681e-002	-4.438451e-002	4.152919e-002	2.861542e-003	2.504785e-004	2.448889e+000
1.414681463764205e-004	-1.577462e-002	-4.632697e-002	4.282805e-002	3.510033e-003	2.749966e-004	2.448628e+000
1.514681463764205e-004	-1.766372e-002	-4.807864e-002	4.385458e-002	4.240057e-003	2.979879e-004	2.448343e+000
1.614681463764205e-004	-1.959228e-002	-4.964339e-002	4.461059e-002	5.053632e-003	3.191027e-004	2.448036e+000
1.714681463764205e-004	-2.154867e-002	-5.102524e-002	4.509857e-002	5.952294e-003	3.381568e-004	2.447709e+000
1.814681463764205e-004	-2.352127e-002	-5.222848e-002	4.532180e-002	6.937047e-003	3.548085e-004	2.447365e+000
1.914681463764205e-004	-2.549862e-002	-5.325768e-002	4.528432e-002	8.008378e-003	3.686880e-004	2.447005e+000
2.014681463764205e-004	-2.746943e-002	-5.411753e-002	4.499085e-002	9.166284e-003	3.795614e-004	2.446633e+000
2.114681463764205e-004	-2.942266e-002	-5.481293e-002	4.444674e-002	1.041027e-002	3.872364e-004	2.446251e+000
2.214681463764205e-004	-3.134747e-002	-5.534893e-002	4.365801e-002	1.173937e-002	3.915637e-004	2.445864e+000
2.314681463764205e-004	-3.323330e-002	-5.573074e-002	4.263130e-002	1.315213e-002	3.924381e-004	2.445474e+000
2.414681463764205e-004	-3.506989e-002	-5.596369e-002	4.137385e-002	1.464665e-002	3.897990e-004	2.445085e+000
2.514681463764205e-004	-3.684727e-002	-5.605323e-002	3.989344e-002	1.622057e-002	3.836300e-004	2.444700e+000
2.614681463764205e-004	-3.855586e-002	-5.600492e-002	3.819844e-002	1.787109e-002	3.739592e-004	2.444323e+000
2.714681463764206e-004	-4.018641e-002	-5.582442e-002	3.629767e-002	1.959502e-002	3.608575e-004	2.443957e+000
2.814681463764206e-004	-4.173005e-002	-5.551744e-002	3.420047e-002	2.138874e-002	3.444378e-004	2.443606e+000
2.914681463764206e-004	-4.317836e-002	-5.508976e-002	3.191660e-002	2.324825e-002	3.248532e-004	2.443273e+000
3.014681463764206e-004	-4.452332e-002	-5.454720e-002	2.945625e-002	2.516918e-002	3.022945e-004	2.442961e+000
3.114681463764207e-004	-4.575738e-002	-5.389563e-002	2.682998e-002	2.714682e-002	2.769880e-004	2.442672e+000
3.214681463764207e-004	-4.687346e-002	-5.314090e-002	2.404870e-002	2.917613e-002	2.491926e-004	2.442410e+000
3.314681463764207e-004	-4.786494e-002	-5.228889e-002	2.112363e-002	3.125175e-002	2.191961e-004	2.442177e+000
3.414681463764207e-004	-4.872574e-002	-5.134546e-002	1.806623e-002	3.336806e-002	1.873127e-004	2.441974e+000
3.514681463764208e-004	-4.945024e-002	-5.031645e-002	1.488824e-002	3.551917e-002	1.539218e-004	2.441804e+000
3.614681463764208e-004	-5.003341e-002	-4.920765e-002	1.160157e-002	3.769896e-002	1.193986e-004	2.441668e+000
3.714681463764208e-004	-5.047068e-002	-4.802484e-002	8.218375e-003	3.990104e-002	8.404578e-005	2.441566e+000
3.814681463764209e-004	-5.075807e-002	-4.677370e-002	4.750873e-003	4.211889e-002	4.822249e-005	2.441500e+000
3.914681463764209e-004	-5.089216e-002	-4.545987e-002	1.211359e-003	4.434583e-002	1.233605e-005	2.441469e+000
4.014681463764209e-004	-5.087003e-002	-4.408891e-002	-2.387781e-003	4.657505e-002	-2.322828e-005	2.441474e+000
4.114681463764209e-004	-5.068935e-002	-4.266629e-002	-6.034132e-003	4.879959e-002	-5.808767e-005	2.441514e+000
4.214681463764210e-004	-5.034834e-002	-4.119739e-002	-9.715284e-003	5.101244e-002	-9.186589e-005	2.441589e+000
4.314681463764210e-004	-4.984576e-002	-3.968751e-002	-1.341886e-002	5.320650e-002	-1.241973e-004	2.441696e+000
4.414681463764210e-004	-4.918092e-002	-3.814182e-002	-1.713257e-002	5.537467e-002	-1.547306e-004	2.441834e+000
4.514681463764210e-004	-4.835370e-002	-3.656542e-002	-2.084419e-002	5.750982e-002	-1.831327e-004	2.442002e+000
4.614681463764211e-004	-4.736448e-002	-3.496325e-002	-2.454165e-002	5.960482e-002	-2.090920e-004	2.442197e+000
4.714681463764211e-004	-4.621419e-002	-3.334017e-002	-2.821302e-002	6.165262e-002	-2.323219e-004	2.442416e+000
4.814681463764211e-004	-4.490430e-002	-3.170090e-002	-3.184658e-002	6.364619e-002	-2.525631e-004	2.442657e+000
4.914681463764211e-004	-4.343677e-002	-3.005004e-002	-3.543078e-002	6.557862e-002	-2.695870e-004	2.442917e+000
5.014681463764211e-004	-4.181404e-002	-2.839208e-002	-3.895434e-002	6.744310e-002	-2.831977e-004	2.443192e+000
5.114681463764211e-004	-4.003910e-002	-2.673134e-002	-4.240623e-002	6.923293e-002	-2.932337e-004	2.443479e+000
5.214681463764212e-004	-3.811535e-002	-2.507205e-002	-4.577568e-002	7.094158e-002	-2.995699e-004	2.443774e+000
5.314681463764212e-004	-3.604668e-002	-2.341829e-002	-4.905225e-002	7.256269e-002	-3.021188e-004	2.444073e+000
5.414681463764212e-004	-3.383742e-002	-2.177400e-002	-5.222581e-002	7.409008e-002	-3.008311e-004	2.444373e+000
5.514681463764212e-004	-3.149233e-002	-2.014298e-002	-5.528658e-002	7.551777e-002	-2.956967e-004	2.444670e+000
5.614681463764213e-004	-2.901656e-002	-1.852891e-002	-5.822512e-002	7.684002e-002	-2.867441e-004	2.444960e+000
5.714681463764213e-004	-2.641567e-002	-1.693530e-002	-6.103241e-002	7.805131e-002	-2.740410e-004	2.445239e+000
5.814681463764213e-004	-2.369560e-002	-1.536555e-002	-6.369980e-002	7.914640e-002	-2.576928e-004	2.445504e+000
5.914681463764213e-004	-2.086263e-002	-1.382288e-002	-6.621904e-002	8.012029e-002	-2.378422e-004	2.445751e+000
6.014681463764214e-004	-1.792338e-002	-1.231038e-002	-6.858234e-002	8.096826e-002	-2.146677e-004	2.445976e+000
6.114681463764214e-004	-1.488478e-002	-1.083100e-002	-7.078234e-002	8.168592e-002	-1.883817e-004	2.446177e+000
6.214681463764214e-004	-1.175409e-002	-9.387521e-003	-7.281213e-002	8.226914e-002	-1.592286e-004	2.446350e+000
6.314681463764215e-004	-8.538816e-003	-7.982573e-003	-7.466527e-002	8.271413e-002	-1.274823e-004	2.446494e+000
6.414681463764215e-004	-5.246729e-003	-6.618631e-003	-7.633580e-002	8.301742e-002	-9.344409e-005	2.446604e+000
6.514681463764215e-004	-1.885842e-003	-5.298011e-003	-7.781828e-002	8.317587e-002	-5.743909e-005	2.446679e+000
6.614681463764215e-004	1.535613e-003	-4.022868e-003	-7.910775e-002	8.318669e-002	-1.981357e-005	2.446718e+000
6.714681463764216e-004	5.009210e-003	-2.795188e-003	-8.019975e-002	8.304744e-002	1.906852e-005	2.446719e+000
6.814681463764216e-004	8.526347e-003	-1.616794e-003	-8.109038e-002	8.275604e-002	5.882903e-005	2.446681e+000
6.914681463764216e-004	1.207826e-002	-4.893382e-004	-8.177625e-002	8.231074e-002	9.907925e-005	2.446603e+000
7.014681463764216e-004	1.565604e-002	5.857268e-004	-8.225455e-002	8.171023e-002	1.393914e-004	2.446485e+000
7.114681463764217e-004	1.925066e-002	1.607103e-003	-8.252302e-002	8.095352e-002	1.793925e-004	2.446326e+000
7.214681463764217e-004	2.285309e-002	2.573598e-003	-8.257984e-002	8.004002e-002	2.187745e-004	2.446129e+000
7.314681463764217e-004	2.645416e-002	3.484238e-003	-8.242381e-002	7.896951e-002	2.571179e-004	2.445893e+000
7.414681463764217e-004	3.004465e-002	4.338263e-003	-8.205436e-002	7.774217e-002	2.939795e-004	2.445619e+000
7.514681463764218e-004	3.361532e-002	5.135062e-003	-8.147142e-002	7.635859e-002	3.289861e-004	2.445309e+000
7.614681463764218e-004	3.715699e-002	5.874131e-003	-8.067542e-002	7.481965e-002	3.616707e-004	2.444966e+000
7.714681463764218e-004	4.066045e-002	6.555195e-003	-7.966739e-002	7.312673e-002	3.916759e-004	2.444592e+000
7.814681463764218e-004	4.411639e-002	7.178308e-003	-7.844919e-002	7.128163e-002	4.188903e-004	2.444189e+000
7.914681463764219e-004	4.751567e-002	7.743558e-003	-7.702307e-002	6.928651e-002	4.430488e-004	2.443760e+000
8.014681463764219e-004	5.084937e-002	8.251108e-003	-7.539169e-002	6.714387e-002	4.638033e-004	2.443309e+000
8.114681463764219e-004	5.410857e-002	8.701355e-003	-7.355838e-002	6.485666e-002	4.809266e-004	2.442839e+000
8.214681463764220e-004	5.728452e-002	9.094855e-003	-7.152697e-002	6.242818e-002	4.942252e-004	2.442354e+000
8.314681463764220e-004	6.036859e-002	9.432313e-003	-6.930188e-002	5.986214e-002	5.035416e-004	2.441858e+000
8.414681463764220e-004	6.335239e-002	9.714577e-003	-6.688804e-002	5.716262e-002	5.087557e-004	2.441355e+000
8.514681463764220e-004	6.622768e-002	9.942636e-003	-6.429087e-002	5.433409e-002	5.097860e-004	2.440848e+000
8.614681463764221e-004	6.898651e-002	1.011760e-002	-6.151630e-002	5.138135e-002	5.065912e-004	2.440342e+000
8.714681463764221e-004	7.162111e-002	1.024072e-002	-5.857074e-002	4.830959e-002	4.991697e-004	2.439842e+000
8.814681463764221e-004	7.412407e-002	1.031333e-002	-5.546107e-002	4.512435e-002	4.875609e-004	2.439351e+000
8.914681463764221e-004	7.648823e-002	1.033690e-002	-5.219459e-002	4.183147e-002	4.718439e-004	2.438873e+000
9.014681463764222e-004	7.870675e-002	1.031298e-002	-4.877904e-002	3.843715e-002	4.521375e-004	2.438413e+000
9.114681463764222e-004	8.077315e-002	1.024322e-002	-4.522255e-002	3.494789e-002	4.285991e-004	2.437975e+000
9.214681463764222e-004	8.268131e-002	1.012933e-002	-4.153363e-002	3.137047e-002	4.014231e-004	2.437562e+000
9.314681463764222e-004	8.442546e-002	9.973098e-003	-3.772113e-002	2.771198e-002	3.708392e-004	2.437177e+000
9.414681463764223e-004	8.600027e-002	9.776384e-003	-3.379424e-002	2.397974e-002	3.371105e-004	2.436825e+000
9.514681463764223e-004	8.740079e-002	9.541085e-003	-2.976242e-002	2.018134e-002	3.005306e-004	2.436507e+000
9.614681463764223e-004	8.862251e-002	9.269148e-003	-2.563544e-002	1.632458e-002	2.614213e-004	2.436227e+000
9.714681463764223e-004	8.966137e-002	8.962555e-003	-2.142326e-002	1.241746e-002	2.201296e-004	2.435987e+000
9.814681463764224e-004	9.051375e-002	8.623313e-003	-1.713608e-002	8.468172e-003	1.770241e-004	2.435789e+000
9.914681463764224e-004	9.117651e-002	8.253454e-003	-1.278430e-002	4.485093e-003	1.325011e-004	2.435634e+000
1.001468146376422e-003	9.164697e-002	7.855019e-003	-8.378428e-003	4.766854e-004	8.695301e-005	2.435525e+000
1.011468146376422e-003	9.192295e-002	7.430051e-003	-3.929054e-003	-3.548502e-003	4.077405e-005	2.435461e+000
1.021468146376423e-003	9.200275e-002	6.980610e-003	5.530317e-004	-7.581732e-003	-5.597542e-006	2.435443e+000
1.031468146376423e-003	9.188513e-002	6.508751e-003	5.056988e-003	-1.161422e-002	-5.172945e-005	2.435471e+000
1.041468146376423e-003	9.156941e-002	6.016511e-003	9.572008e-003	-1.563719e-002	-9.720877e-005	2.435544e+000
1.051468146376423e-003	9.105533e-002	5.505924e-003	1.408724e-002	-1.964184e-002	-1.416180e-004	2.435663e+000
1.061468146376423e-003	9.034319e-002	4.979007e-003	1.859187e-002	-2.361936e-002	-1.845482e-004	2.435825e+000
1.071468146376423e-003	8.943374e-002	4.437764e-003	2.307511e-002	-2.756097e-002	-2.256027e-004	2.436028e+000
1.081468146376423e-003	8.832824e-002	3.884178e-003	2.752626e-002	-3.145795e-002	-2.644010e-004	2.436272e+000
1.091468146376423e-003	8.702841e-002	3.320215e-003	3.193472e-002	-3.530167e-002	-3.005820e-004	2.436553e+000
1.101468146376423e-003	8.553647e-002	2.747817e-003	3.628999e-002	-3.908359e-002	-3.338075e-004	2.436868e+000
1.111468146376423e-003	8.385506e-002	2.168908e-003	4.058174e-002	-4.279528e-002	-3.637652e-004	2.437215e+000
1.121468146376423e-003	8.198735e-002	1.585386e-003	4.479981e-002	-4.642849e-002	-3.901715e-004	2.437590e+000
1.131468146376423e-003	7.993691e-002	9.991283e-004	4.893421e-002	-4.997513e-002	-4.127744e-004	2.437989e+000
1.141468146376423e-003	7.770772e-002	4.119894e-004	5.297516e-002	-5.342725e-002	-4.313554e-004	2.438409e+000
1.151468146376423e-003	7.530423e-002	-1.742009e-004	5.691313e-002	-5.677717e-002	-4.457317e-004	2.438845e+000
1.161468146376423e-003	7.273129e-002	-7.576359e-004	6.073881e-002	-6.001739e-002	-4.557580e-004	2.439293e+000
1.171468146376423e-003	6.999411e-002	-1.336534e-003	6.444317e-002	-6.314066e-002	-4.613274e-004	2.439750e+000
1.181468146376423e-003	6.709832e-002	-1.909137e-003	6.801745e-002	-6.614000e-002	-4.623730e-004	2.440209e+000
1.191468146376423e-003	6.404990e-002	-2.473716e-003	7.145321e-002	-6.900866e-002	-4.588680e-004	2.440668e+000
1.201468146376423e-003	6.085517e-002	-3.028566e-003	7.474227e-002	-7.174024e-002	-4.508264e-004	2.441121e+000
1.211468146376423e-003	5.752078e-002	-3.572014e-003	7.787684e-002	-7.432856e-002	-4.383025e-004	2.441563e+000
1.221468146376423e-003	5.405371e-002	-4.102417e-003	8.084941e-002	-7.676781e-002	-4.213910e-004	2.441991e+000
1.231468146376423e-003	5.046124e-002	-4.618167e-003	8.365286e-002	-7.905246e-002	-4.002258e-004	2.442400e+000
1.241468146376423e-003	4.675093e-002	-5.117690e-003	8.628044e-002	-8.117733e-002	-3.749790e-004	2.442786e+000
1.251468146376423e-003	4.293058e-002	-5.599456e-003	8.872573e-002	-8.313758e-002	-3.458598e-004	2.443145e+000
1.261468146376423e-003	3.900828e-002	-6.061976e-003	9.098276e-002	-8.492869e-002	-3.131121e-004	2.443474e+000
1.271468146376423e-003	3.499232e-002	-6.503811e-003	9.304594e-002	-8.654653e-002	-2.770128e-004	2.443768e+000
1.281468146376423e-003	3.089123e-002	-6.923574e-003	9.491006e-002	-8.798729e-002	-2.378696e-004	2.444024e+000
1.291468146376423e-003	2.671372e-002	-7.319934e-003	9.657037e-002	-8.924757e-002	-1.960180e-004	2.444241e+000
1.301468146376423e-003	2.246868e-002	-7.691626e-003	9.802257e-002	-9.032432e-002	-1.518186e-004	2.444414e+000
1.311468146376423e-003	1.816517e-002	-8.037449e-003	9.926277e-002	-9.121486e-002	-1.056539e-004	2.444543e+000
1.321468146376423e-003	1.381239e-002	-8.356278e-003	1.002875e-001	-9.191691e-002	-5.792523e-005	2.444625e+000
1.331468146376423e-003	9.419674e-003	-8.647067e-003	1.010939e-001	-9.242857e-002	-9.048793e-006	2.444659e+000
1.351468146376423e-003	5.523184e-004	-9.140786e-003	1.020422e-001	-9.287506e-002	9.041135e-005	2.444579e+000
1.371468146376423e-003	-8.360296e-003	-9.512082e-003	1.020935e-001	-9.254701e-002	1.893264e-004	2.444302e+000
1.381468146376423e-003	-1.280946e-002	-9.650125e-003	1.017806e-001	-9.209201e-002	2.375350e-004	2.444090e+000
1.391468146376423e-003	-1.724097e-002	-9.755714e-003	1.012418e-001	-9.144349e-002	2.841937e-004	2.443831e+000
1.401468146376424e-003	-2.164512e-002	-9.828473e-003	1.004775e-001	-9.060237e-002	3.288609e-004	2.443527e+000
1.411468146376424e-003	-2.601207e-002	-9.868301e-003	9.948896e-002	-8.956994e-002	3.712911e-004	2.443179e+000
1.421468146376424e-003	-3.033215e-002	-9.875091e-003	9.827776e-002	-8.834793e-002	4.111294e-004	2.442790e+000
1.431468146376424e-003	-3.459583e-002	-9.848758e-003	9.684591e-002	-8.693843e-002	4.479528e-004	2.442363e+000
1.441468146376424e-003	-3.879359e-002	-9.789408e-003	9.519605e-002	-8.534397e-002	4.814285e-004	2.441901e+000
1.451468146376424e-003	-4.291603e-002	-9.697265e-003	9.333128e-002	-8.356748e-002	5.112525e-004	2.441408e+000
1.461468146376424e-003	-4.695386e-002	-9.572667e-003	9.125529e-002	-8.161227e-002	5.371528e-004	2.440886e+000
1.471468146376424e-003	-5.089794e-002	-9.416069e-003	8.897224e-002	-7.948208e-002	5.588919e-004	2.440341e+000
1.481468146376424e-003	-5.473930e-002	-9.228036e-003	8.648681e-002	-7.718102e-002	5.762690e-004	2.439777e+000
1.491468146376424e-003	-5.846915e-002	-9.009240e-003	8.380417e-002	-7.471362e-002	5.891218e-004	2.439197e+000
1.501468146376424e-003	-6.207893e-002	-8.760460e-003	8.093000e-002	-7.208477e-002	5.973286e-004	2.438607e+000
1.511468146376424e-003	-6.556031e-002	-8.482571e-003	7.787045e-002	-6.929976e-002	6.008090e-004	2.438011e+000
1.521468146376424e-003	-6.890520e-002	-8.176542e-003	7.463214e-002	-6.636425e-002	5.995249e-004	2.437414e+000
1.531468146376424e-003	-7.210582e-002	-7.843429e-003	7.122212e-002	-6.328425e-002	5.934811e-004	2.436820e+000
1.541468146376424e-003	-7.515466e-002	-7.484368e-003	6.764790e-002	-6.006612e-002	5.827253e-004	2.436235e+000
1.551468146376424e-003	-7.804456e-002	-7.100568e-003	6.391738e-002	-5.671659e-002	5.673475e-004	2.435663e+000
1.561468146376424e-003	-8.076866e-002	-6.693302e-003	6.003889e-002	-5.324269e-002	5.474797e-004	2.435108e+000
1.571468146376424e-003	-8.332052e-002	-6.263902e-003	5.602108e-002	-4.965176e-002	5.232944e-004	2.434575e+000
1.581468146376424e-003	-8.569404e-002	-5.813750e-003	5.187300e-002	-4.595148e-002	4.950034e-004	2.434068e+000
1.591468146376424e-003	-8.788355e-002	-5.344269e-003	4.760398e-002	-4.214976e-002	4.628556e-004	2.433591e+000
1.601468146376424e-003	-8.988374e-002	-4.856916e-003	4.322369e-002	-3.825481e-002	4.271348e-004	2.433148e+000
1.611468146376424e-003	-9.168983e-002	-4.353174e-003	3.874204e-002	-3.427507e-002	3.881576e-004	2.432742e+000
1.621468146376424e-003	-9.329738e-002	-3.834547e-003	3.416920e-002	-3.021922e-002	3.462697e-004	2.432376e+000
1.631468146376424e-003	-9.470250e-002	-3.302549e-003	2.951556e-002	-2.609611e-002	3.018435e-004	2.432053e+000
1.641468146376424e-003	-9.590173e-002	-2.758701e-003	2.479167e-002	-2.191480e-002	2.552746e-004	2.431776e+000
1.651468146376424e-003	-9.689207e-002	-2.204528e-003	2.000832e-002	-1.768455e-002	2.070065e-004	2.431545e+000
1.671468146376424e-003	-9.823678e-002	-1.071222e-003	1.030658e-002	-9.114561e-003	1.069642e-004	2.431231e+000
1.681468146376424e-003	-9.858769e-002	-4.950718e-004	5.410063e-003	-4.793706e-003	5.607931e-005	2.431149e+000
1.691468146376424e-003	-9.872283e-002	8.542134e-005	4.979850e-004	-4.618384e-004	5.271751e-006	2.431118e+000
1.701468146376424e-003	-9.864175e-002	6.688142e-004	-4.418582e-003	3.871420e-003	-4.503322e-005	2.431138e+000
1.711468146376424e-003	-9.834450e-002	1.253687e-003	-9.328615e-003	8.196466e-003	-9.438788e-005	2.431207e+000
1.721468146376424e-003	-9.783164e-002	1.838637e-003	-1.422109e-002	1.250368e-002	-1.423520e-004	2.431324e+000
1.731468146376424e-003	-9.710424e-002	2.422291e-003	-1.908506e-002	1.678348e-002	-1.884980e-004	2.431488e+000
1.741468146376424e-003	-9.616385e-002	3.003299e-003	-2.390966e-002	2.102636e-002	-2.324143e-004	2.431697e+000
1.751468146376424e-003	-9.501255e-002	3.580337e-003	-2.868414e-002	2.522291e-002	-2.737094e-004	2.431949e+000
1.761468146376424e-003	-9.365285e-002	4.152107e-003	-3.339792e-002	2.936383e-002	-3.120153e-004	2.432240e+000
1.771468146376424e-003	-9.208778e-002	4.717336e-003	-3.804054e-002	3.343995e-002	-3.469903e-004	2.432567e+000
1.781468146376425e-003	-9.032083e-002	5.274773e-003	-4.260177e-002	3.744227e-002	-3.783226e-004	2.432928e+000
1.791468146376425e-003	-8.835591e-002	5.823191e-003	-4.707155e-002	4.136199e-002	-4.057325e-004	2.433318e+000
1.801468146376425e-003	-8.619741e-002	6.361382e-003	-5.144007e-002	4.519049e-002	-4.289751e-004	2.433733e+000
1.811468146376425e-003	-8.385012e-002	6.888160e-003	-5.569774e-002	4.891939e-002	-4.478423e-004	2.434169e+000
1.821468146376425e-003	-8.131926e-002	7.402352e-003	-5.983524e-002	5.254054e-002	-4.621647e-004	2.434622e+000
1.831468146376425e-003	-7.861044e-002	7.902808e-003	-6.384354e-002	5.604606e-002	-4.718129e-004	2.435086e+000
1.841468146376425e-003	-7.572962e-002	8.388391e-003	-6.771388e-002	5.942833e-002	-4.766986e-004	2.435558e+000
1.851468146376425e-003	-7.268320e-002	8.857980e-003	-7.143781e-002	6.268004e-002	-4.767754e-004	2.436033e+000
1.861468146376425e-003	-6.947785e-002	9.310473e-003	-7.500722e-002	6.579416e-002	-4.720393e-004	2.436505e+000
1.871468146376425e-003	-6.612061e-002	9.744778e-003	-7.841428e-002	6.876401e-002	-4.625285e-004	2.436970e+000
1.881468146376425e-003	-6.261884e-002	1.015982e-002	-8.165158e-002	7.158321e-002	-4.483229e-004	2.437424e+000
1.891468146376425e-003	-5.898016e-002	1.055456e-002	-8.471203e-002	7.424572e-002	-4.295438e-004	2.437861e+000
1.901468146376425e-003	-5.521252e-002	1.092795e-002	-8.758888e-002	7.674587e-002	-4.063527e-004	2.438277e+000
1.911468146376425e-003	-5.132410e-002	1.127900e-002	-9.027579e-002	7.907832e-002	-3.789499e-004	2.438668e+000
1.921468146376425e-003	-4.732333e-002	1.160670e-002	-9.276684e-002	8.123814e-002	-3.475726e-004	2.439030e+000
1.931468146376425e-003	-4.321887e-002	1.191011e-002	-9.505646e-002	8.322071e-002	-3.124932e-004	2.439359e+000
1.941468146376425e-003	-3.901958e-002	1.218831e-002	-9.713952e-002	8.502185e-002	-2.740164e-004	2.439651e+000
1.951468146376425e-003	-3.473454e-002	1.244042e-002	-9.901130e-002	8.663771e-002	-2.324775e-004	2.439904e+000
1.961468146376425e-003	-3.037297e-002	1.266559e-002	-1.006675e-001	8.806488e-002	-1.882387e-004	2.440114e+000
1.971468146376425e-003	-2.594428e-002	1.286304e-002	-1.021044e-001	8.930032e-002	-1.416862e-004	2.440279e+000
1.981468146376425e-003	-2.145799e-002	1.303202e-002	-1.033184e-001	9.034137e-002	-9.322714e-005	2.440396e+000
1.991468146376425e-003	-1.692378e-002	1.317185e-002	-1.043068e-001	9.118582e-002	-4.328587e-005	2.440464e+000
2.001468146376425e-003	-1.235141e-002	1.328192e-002	-1.050670e-001	9.183182e-002	7.699698e-006	2.440483e+000
2.021468146376425e-003	-3.131689e-003	1.341069e-002	-1.058954e-001	9.252319e-002	1.109991e-004	2.440366e+000
2.041468146376425e-003	6.121501e-003	1.341497e-002	-1.057940e-001	9.240906e-002	2.131469e-004	2.440044e+000
2.051468146376425e-003	1.073569e-002	1.336965e-002	-1.053936e-001	9.204973e-002	2.626908e-004	2.439808e+000
2.061468146376425e-003	1.532830e-002	1.329243e-002	-1.047604e-001	9.148961e-002	3.104800e-004	2.439524e+000
2.071468146376425e-003	1.988934e-002	1.318326e-002	-1.038955e-001	9.072972e-002	3.560654e-004	2.439193e+000
2.081468146376425e-003	2.440869e-002	1.304239e-002	-1.028007e-001	8.977158e-002	3.992188e-004	2.438818e+000
2.091468146376425e-003	2.887643e-002	1.287002e-002	-1.014780e-001	8.861712e-002	4.395828e-004	2.438401e+000
2.101468146376425e-003	3.328281e-002	1.266635e-002	-9.992985e-002	8.726861e-002	4.767229e-004	2.437945e+000
2.111468146376425e-003	3.761812e-002	1.243176e-002	-9.815948e-002	8.572882e-002	5.103077e-004	2.437455e+000
2.121468146376425e-003	4.187277e-002	1.216675e-002	-9.617046e-002	8.400087e-002	5.400369e-004	2.436933e+000
2.131468146376425e-003	4.603729e-002	1.187189e-002	-9.396695e-002	8.208834e-002	5.656441e-004	2.436383e+000
2.141468146376425e-003	5.010241e-002	1.154790e-002	-9.155359e-002	7.999519e-002	5.868992e-004	2.435810e+000
2.151468146376425e-003	5.405902e-002	1.119556e-002	-8.893554e-002	7.772578e-002	6.036109e-004	2.435218e+000
